A		RSMGL_SD	RSMGL_SD	RSMGL_SD	RSMGL_SD	RSMGL_SD
B		S12A	S12B	S12C	S12D	S333
C		FLOW	FLOW	FLOW	FLOW	FLOW
E						
F		SIMULATED	SIMULATED	SIMULATED	SIMULATED	SIMULATED
Units		FT^3/S	FT^3/S	FT^3/S	FT^3/S	FT^3/S
Type		PER-AVER	PER-AVER	PER-AVER	PER-AVER	PER-AVER
8276	29Aug1987	0.0	0.0	0.0	0.0	317.1
8277	30Aug1987	0.0	0.0	0.0	0.0	317.1
8278	31Aug1987	0.0	0.0	0.0	0.0	317.1
8279	01Sep1987	0.0	0.0	0.0	0.0	317.1
8280	02Sep1987	0.0	0.0	0.0	0.0	317.1
8281	03Sep1987	0.0	0.0	0.0	0.0	317.1
8282	04Sep1987	0.0	0.0	0.0	0.0	317.1
8283	05Sep1987	0.0	0.0	0.0	0.0	296.0
8284	06Sep1987	0.0	0.0	0.0	0.0	296.0
8285	07Sep1987	0.0	0.0	0.0	0.0	296.0
8286	08Sep1987	0.0	0.0	0.0	0.0	296.0
8287	09Sep1987	0.0	0.0	0.0	0.0	296.0
8288	10Sep1987	0.0	0.0	0.0	0.0	296.0
8289	11Sep1987	0.0	0.0	0.0	0.0	296.0
8290	12Sep1987	0.0	0.0	0.0	0.0	443.9
8291	13Sep1987	0.0	0.0	0.0	0.0	443.9
8292	14Sep1987	0.0	0.0	0.0	0.0	443.9
8293	15Sep1987	0.0	0.0	0.0	0.0	443.9
8294	16Sep1987	0.0	0.0	0.0	0.0	443.9
8295	17Sep1987	0.0	0.0	0.0	0.0	443.9
8296	18Sep1987	0.0	0.0	0.0	0.0	443.9
8297	19Sep1987	0.0	0.0	0.0	0.0	665.6
8298	20Sep1987	0.0	0.0	0.0	0.0	665.6
8299	21Sep1987	0.0	0.0	0.0	0.0	665.6
8300	22Sep1987	0.0	0.0	0.0	0.0	665.6
8301	23Sep1987	0.0	0.0	0.0	0.0	665.6
8302	24Sep1987	0.0	0.0	0.0	0.0	665.6
8303	25Sep1987	0.0	0.0	0.0	0.0	665.6
8304	26Sep1987	0.0	0.0	0.0	0.0	698.8
8305	27Sep1987	0.0	0.0	0.0	0.0	698.8
8306	28Sep1987	0.0	0.0	0.0	0.0	698.8
8307	29Sep1987	0.0	0.0	0.0	0.0	698.8
8308	30Sep1987	0.0	0.0	0.0	0.0	698.8
8309	01Oct1987	0.0	0.0	0.0	0.0	698.8
8310	02Oct1987	0.0	0.0	0.0	0.0	698.8
8311	03Oct1987	0.0	0.0	0.0	0.0	987.4
8312	04Oct1987	0.0	0.0	0.0	0.0	987.4
8313	05Oct1987	0.0	0.0	0.0	0.0	987.4
8314	06Oct1987	0.0	0.0	0.0	0.0	987.4
8315	07Oct1987	0.0	0.0	0.0	0.0	987.4
8316	08Oct1987	0.0	0.0	0.0	0.0	987.4
8317	09Oct1987	0.0	0.0	0.0	0.0	987.4
8318	10Oct1987	0.0	0.0	0.0	0.0	877.7
8319	11Oct1987	0.0	0.0	0.0	0.0	877.7
8320	12Oct1987	0.0	0.0	0.0	0.0	877.7
8321	13Oct1987	0.0	0.0	0.0	0.0	877.7
8322	14Oct1987	0.0	0.0	0.0	0.0	877.7
8323	15Oct1987	0.0	0.0	0.0	0.0	877.7
8324	16Oct1987	0.0	0.0	0.0	0.0	877.7
8325	17Oct1987	0.0	0.0	0.0	0.0	877.7
8326	18Oct1987	0.0	0.0	0.0	0.0	877.7
8327	19Oct1987	0.0	0.0	0.0	0.0	877.7
8328	20Oct1987	0.0	0.0	0.0	0.0	877.7
8329	21Oct1987	0.0	0.0	0.0	0.0	877.7
8330	22Oct1987	0.0	0.0	0.0	0.0	877.7
8331	23Oct1987	0.0	0.0	0.0	0.0	877.7
8332	24Oct1987	0.0	0.0	141.4	396.9	1350.0
8333	25Oct1987	0.0	0.0	183.4	382.5	1350.0
8334	26Oct1987	0.0	0.0	157.2	367.2	1350.0
8335	27Oct1987	0.0	0.0	139.8	353.8	1350.0
8336	28Oct1987	0.0	0.0	128.0	336.2	1350.0
8337	29Oct1987	0.0	0.0	118.9	316.2	1350.0
8338	30Oct1987	0.0	0.0	111.8	301.5	1350.0
8339	31Oct1987	0.0	0.0	0.0	0.0	0.0
8340	01Nov1987	0.0	0.0	0.0	0.0	0.0
8341	02Nov1987	0.0	0.0	0.0	0.0	0.0
8342	03Nov1987	0.0	0.0	0.0	0.0	0.0
8343	04Nov1987	0.0	0.0	0.0	0.0	0.0
8344	05Nov1987	0.0	0.0	0.0	0.0	0.0
8345	06Nov1987	0.0	0.0	0.0	0.0	0.0
8346	07Nov1987	0.0	0.0	0.0	0.0	1097.2
8347	08Nov1987	0.0	0.0	0.0	0.0	1097.2
8348	09Nov1987	0.0	0.0	0.0	0.0	1097.2
8349	10Nov1987	0.0	0.0	0.0	0.0	1097.2
8350	11Nov1987	0.0	0.0	0.0	0.0	1097.2
8351	12Nov1987	0.0	0.0	0.0	0.0	1097.2
8352	13Nov1987	0.0	0.0	0.0	0.0	1097.2
8353	14Nov1987	0.0	0.0	0.0	0.0	1097.2
8354	15Nov1987	0.0	0.0	0.0	0.0	1097.2
8355	16Nov1987	0.0	0.0	0.0	0.0	1097.2
8356	17Nov1987	0.0	0.0	0.0	0.0	1097.2
8357	18Nov1987	0.0	0.0	0.0	0.0	1097.2
8358	19Nov1987	0.0	0.0	0.0	0.0	1097.2
8359	20Nov1987	0.0	0.0	0.0	0.0	1097.2
8360	21Nov1987	0.0	0.0	0.0	0.0	1097.2
8361	22Nov1987	0.0	0.0	0.0	0.0	1097.2
8362	23Nov1987	0.0	0.0	0.0	0.0	1097.2
8363	24Nov1987	0.0	0.0	0.0	0.0	1097.2
8364	25Nov1987	0.0	0.0	0.0	0.0	1097.2
8365	26Nov1987	0.0	0.0	0.0	0.0	1097.2
8366	27Nov1987	0.0	0.0	0.0	0.0	1097.2
8367	28Nov1987	0.0	0.0	0.0	0.0	1097.2
8368	29Nov1987	0.0	0.0	0.0	0.0	1097.2
8369	30Nov1987	0.0	0.0	0.0	0.0	1097.2
8370	01Dec1987	0.0	0.0	0.0	0.0	1097.2
8371	02Dec1987	0.0	0.0	0.0	0.0	1097.2
8372	03Dec1987	0.0	0.0	0.0	0.0	1097.2
8373	04Dec1987	0.0	0.0	0.0	0.0	1097.2
8374	05Dec1987	0.0	0.0	0.0	0.0	1097.2
8375	06Dec1987	0.0	0.0	0.0	0.0	1097.2
8376	07Dec1987	0.0	0.0	0.0	0.0	1097.2
8377	08Dec1987	0.0	0.0	0.0	0.0	1097.2
8378	09Dec1987	0.0	0.0	0.0	0.0	1097.2
8379	10Dec1987	0.0	0.0	0.0	0.0	1097.2
8380	11Dec1987	0.0	0.0	0.0	0.0	1097.2
8381	12Dec1987	0.0	0.0	0.0	0.0	1097.5
8382	13Dec1987	0.0	0.0	0.0	0.0	1097.5
8383	14Dec1987	0.0	0.0	0.0	0.0	1097.5
8384	15Dec1987	0.0	0.0	0.0	0.0	1097.5
8385	16Dec1987	0.0	0.0	0.0	0.0	1097.5
8386	17Dec1987	0.0	0.0	0.0	0.0	1097.5
8387	18Dec1987	0.0	0.0	0.0	0.0	1097.5
8388	19Dec1987	0.0	0.0	0.0	0.0	1097.6
8389	20Dec1987	0.0	0.0	0.0	0.0	1097.6
8390	21Dec1987	0.0	0.0	0.0	0.0	1097.6
8391	22Dec1987	0.0	0.0	0.0	0.0	1097.6
8392	23Dec1987	0.0	0.0	0.0	0.0	1097.6
8393	24Dec1987	0.0	0.0	0.0	0.0	1097.6
8394	25Dec1987	0.0	0.0	0.0	0.0	1097.6
8395	26Dec1987	0.0	0.0	0.0	351.0	1350.0
8396	27Dec1987	0.0	0.0	0.0	351.0	1350.0
8397	28Dec1987	0.0	0.0	0.0	351.0	1350.0
8398	29Dec1987	0.0	0.0	0.0	351.0	1350.0
8399	30Dec1987	0.0	0.0	0.0	351.0	1350.0
8400	31Dec1987	0.0	0.0	0.0	351.0	1350.0
8401	01Jan1988	0.0	0.0	0.0	351.0	1350.0
8402	02Jan1988	0.0	0.0	0.0	0.0	679.1
8403	03Jan1988	0.0	0.0	0.0	0.0	679.1
8404	04Jan1988	0.0	0.0	0.0	0.0	679.1
8405	05Jan1988	0.0	0.0	0.0	0.0	679.1
8406	06Jan1988	0.0	0.0	0.0	0.0	679.1
8407	07Jan1988	0.0	0.0	0.0	0.0	679.1
8408	08Jan1988	0.0	0.0	0.0	0.0	679.1
8409	09Jan1988	0.0	0.0	0.0	0.0	0.0
8410	10Jan1988	0.0	0.0	0.0	0.0	0.0
8411	11Jan1988	0.0	0.0	0.0	0.0	0.0
8412	12Jan1988	0.0	0.0	0.0	0.0	0.0
8413	13Jan1988	0.0	0.0	0.0	0.0	0.0
8414	14Jan1988	0.0	0.0	0.0	0.0	0.0
8415	15Jan1988	0.0	0.0	0.0	0.0	0.0
8416	16Jan1988	0.0	0.0	0.0	0.0	0.3
8417	17Jan1988	0.0	0.0	0.0	0.0	0.3
8418	18Jan1988	0.0	0.0	0.0	0.0	0.3
8419	19Jan1988	0.0	0.0	0.0	0.0	0.3
8420	20Jan1988	0.0	0.0	0.0	0.0	0.3
8421	21Jan1988	0.0	0.0	0.0	0.0	0.3
8422	22Jan1988	0.0	0.0	0.0	0.0	0.3
8423	23Jan1988	0.0	0.0	0.0	0.0	698.8
8424	24Jan1988	0.0	0.0	0.0	0.0	698.8
8425	25Jan1988	0.0	0.0	0.0	0.0	698.8
8426	26Jan1988	0.0	0.0	0.0	0.0	698.8
8427	27Jan1988	0.0	0.0	0.0	0.0	698.8
8428	28Jan1988	0.0	0.0	0.0	0.0	698.8
8429	29Jan1988	0.0	0.0	0.0	0.0	698.8
8430	30Jan1988	0.0	0.0	0.0	437.4	1350.0
8431	31Jan1988	0.0	0.0	0.0	437.4	1350.0
8432	01Feb1988	0.0	0.0	0.0	437.4	1350.0
8433	02Feb1988	0.0	0.0	0.0	437.4	1350.0
8434	03Feb1988	0.0	0.0	0.0	437.4	1350.0
8435	04Feb1988	0.0	0.0	0.0	437.4	1350.0
8436	05Feb1988	0.0	0.0	0.0	437.4	1350.0
8437	06Feb1988	0.0	0.0	0.0	327.8	1350.0
8438	07Feb1988	0.0	0.0	0.0	327.8	1350.0
8439	08Feb1988	0.0	0.0	0.0	327.8	1350.0
8440	09Feb1988	0.0	0.0	0.0	327.8	1350.0
8441	10Feb1988	0.0	0.0	0.0	347.1	1330.6
8442	11Feb1988	0.0	0.0	0.0	360.1	1317.7
8443	12Feb1988	0.0	0.0	0.0	373.7	1304.1
8444	13Feb1988	0.0	0.0	0.0	157.5	1300.8
8445	14Feb1988	0.0	0.0	0.0	165.9	1292.3
8446	15Feb1988	0.0	0.0	0.0	140.4	1317.8
8447	16Feb1988	0.0	0.0	0.0	123.5	1334.7
8448	17Feb1988	0.0	0.0	0.0	120.5	1337.7
8449	18Feb1988	0.0	0.0	0.0	115.1	1343.1
8450	19Feb1988	0.0	0.0	0.0	108.7	1349.6
8451	20Feb1988	0.0	0.0	0.0	0.0	1289.2
8452	21Feb1988	0.0	0.0	0.0	22.3	1266.8
8453	22Feb1988	0.0	0.0	0.0	0.0	1289.2
8454	23Feb1988	0.0	0.0	0.0	0.0	1289.2
8455	24Feb1988	0.0	0.0	0.0	0.0	1289.2
8456	25Feb1988	0.0	0.0	0.0	0.0	1289.2
8457	26Feb1988	0.0	0.0	0.0	0.0	1289.2
8458	27Feb1988	0.0	0.0	0.0	62.6	1350.0
8459	28Feb1988	0.0	0.0	0.0	62.6	1350.0
8460	29Feb1988	0.0	0.0	0.0	62.6	1350.0
8461	01Mar1988	0.0	0.0	0.0	62.6	1350.0
8462	02Mar1988	0.0	0.0	0.0	62.6	1350.0
8463	03Mar1988	0.0	0.0	0.0	62.6	1350.0
8464	04Mar1988	0.0	0.0	0.0	62.6	1350.0
8465	05Mar1988	0.0	0.0	0.0	0.0	1282.3
8466	06Mar1988	0.0	0.0	0.0	0.0	1282.3
8467	07Mar1988	0.0	0.0	0.0	0.0	1282.3
8468	08Mar1988	0.0	0.0	0.0	0.0	1282.3
8469	09Mar1988	0.0	0.0	0.0	0.0	1282.3
8470	10Mar1988	0.0	0.0	0.0	0.0	1282.3
8471	11Mar1988	0.0	0.0	0.0	0.0	1282.3
8472	12Mar1988	0.0	0.0	0.0	0.0	1337.2
8473	13Mar1988	0.0	0.0	0.0	0.0	1337.2
8474	14Mar1988	0.0	0.0	0.0	0.0	1337.2
8475	15Mar1988	0.0	0.0	0.0	0.0	1337.2
8476	16Mar1988	0.0	0.0	0.0	0.0	1337.2
8477	17Mar1988	0.0	0.0	0.0	0.0	1337.2
8478	18Mar1988	0.0	0.0	0.0	0.0	1337.2
8479	19Mar1988	0.0	0.0	0.0	0.0	1261.7
8480	20Mar1988	0.0	0.0	0.0	0.0	1261.7
8481	21Mar1988	0.0	0.0	0.0	0.0	1261.7
8482	22Mar1988	0.0	0.0	0.0	0.0	1261.7
8483	23Mar1988	0.0	0.0	0.0	0.0	1261.7
8484	24Mar1988	0.0	0.0	0.0	0.0	1261.7
8485	25Mar1988	0.0	0.0	0.0	0.0	1261.7
8486	26Mar1988	0.0	0.0	0.0	0.0	780.0
8487	27Mar1988	0.0	0.0	0.0	0.0	780.0
8488	28Mar1988	0.0	0.0	0.0	0.0	780.0
8489	29Mar1988	0.0	0.0	0.0	0.0	780.0
8490	30Mar1988	0.0	0.0	0.0	0.0	780.0
8491	31Mar1988	0.0	0.0	0.0	0.0	780.0
8492	01Apr1988	0.0	0.0	0.0	0.0	780.0
8493	02Apr1988	0.0	0.0	0.0	0.0	849.3
8494	03Apr1988	0.0	0.0	0.0	0.0	849.3
8495	04Apr1988	0.0	0.0	0.0	0.0	849.3
8496	05Apr1988	0.0	0.0	0.0	0.0	849.3
8497	06Apr1988	0.0	0.0	0.0	0.0	849.3
8498	07Apr1988	0.0	0.0	0.0	0.0	849.3
8499	08Apr1988	0.0	0.0	0.0	0.0	849.3
8500	09Apr1988	0.0	0.0	0.0	0.0	698.8
8501	10Apr1988	0.0	0.0	0.0	0.0	698.8
8502	11Apr1988	0.0	0.0	0.0	0.0	698.8
8503	12Apr1988	0.0	0.0	0.0	0.0	698.8
8504	13Apr1988	0.0	0.0	0.0	0.0	698.8
8505	14Apr1988	0.0	0.0	0.0	0.0	698.8
8506	15Apr1988	0.0	0.0	0.0	0.0	698.8
8507	16Apr1988	0.0	0.0	0.0	0.0	800.1
8508	17Apr1988	0.0	0.0	0.0	0.0	800.1
8509	18Apr1988	0.0	0.0	0.0	0.0	800.1
8510	19Apr1988	0.0	0.0	0.0	0.0	800.1
8511	20Apr1988	0.0	0.0	0.0	0.0	800.1
8512	21Apr1988	0.0	0.0	0.0	0.0	800.1
8513	22Apr1988	0.0	0.0	0.0	0.0	800.1
8514	23Apr1988	0.0	0.0	0.0	0.0	42.7
8515	24Apr1988	0.0	0.0	0.0	0.0	42.7
8516	25Apr1988	0.0	0.0	0.0	0.0	42.7
8517	26Apr1988	0.0	0.0	0.0	0.0	42.7
8518	27Apr1988	0.0	0.0	0.0	0.0	42.7
8519	28Apr1988	0.0	0.0	0.0	0.0	42.7
8520	29Apr1988	0.0	0.0	0.0	0.0	42.7
8521	30Apr1988	0.0	0.0	0.0	0.0	698.8
8522	01May1988	0.0	0.0	0.0	0.0	698.8
8523	02May1988	0.0	0.0	0.0	0.0	698.8
8524	03May1988	0.0	0.0	0.0	0.0	698.8
8525	04May1988	0.0	0.0	0.0	0.0	698.8
8526	05May1988	0.0	0.0	0.0	0.0	698.8
8527	06May1988	0.0	0.0	0.0	0.0	698.8
8528	07May1988	0.0	0.0	0.0	0.0	98.2
8529	08May1988	0.0	0.0	0.0	0.0	98.2
8530	09May1988	0.0	0.0	0.0	0.0	98.2
8531	10May1988	0.0	0.0	0.0	0.0	98.2
8532	11May1988	0.0	0.0	0.0	0.0	98.2
8533	12May1988	0.0	0.0	0.0	0.0	98.2
8534	13May1988	0.0	0.0	0.0	0.0	98.2
8535	14May1988	0.0	0.0	0.0	0.0	110.6
8536	15May1988	0.0	0.0	0.0	0.0	110.6
8537	16May1988	0.0	0.0	0.0	0.0	110.6
8538	17May1988	0.0	0.0	0.0	0.0	110.6
8539	18May1988	0.0	0.0	0.0	0.0	110.6
8540	19May1988	0.0	0.0	0.0	0.0	110.6
8541	20May1988	0.0	0.0	0.0	0.0	110.6
8542	21May1988	0.0	0.0	0.0	0.0	94.9
8543	22May1988	0.0	0.0	0.0	0.0	94.9
8544	23May1988	0.0	0.0	0.0	0.0	94.9
8545	24May1988	0.0	0.0	0.0	0.0	94.9
8546	25May1988	0.0	0.0	0.0	0.0	94.9
8547	26May1988	0.0	0.0	0.0	0.0	94.9
8548	27May1988	0.0	0.0	0.0	0.0	94.9
8549	28May1988	0.0	0.0	0.0	0.0	154.3
8550	29May1988	0.0	0.0	0.0	0.0	154.3
8551	30May1988	0.0	0.0	0.0	0.0	154.3
8552	31May1988	0.0	0.0	0.0	0.0	154.3
8553	01Jun1988	0.0	0.0	0.0	0.0	154.3
8554	02Jun1988	0.0	0.0	0.0	0.0	154.3
8555	03Jun1988	0.0	0.0	0.0	0.0	154.3
8556	04Jun1988	0.0	0.0	0.0	0.0	817.0
8557	05Jun1988	0.0	0.0	0.0	0.0	817.0
8558	06Jun1988	0.0	0.0	0.0	0.0	817.0
8559	07Jun1988	0.0	0.0	0.0	0.0	817.0
8560	08Jun1988	0.0	0.0	0.0	0.0	817.0
8561	09Jun1988	0.0	0.0	0.0	0.0	817.0
8562	10Jun1988	0.0	0.0	0.0	0.0	817.0
8563	11Jun1988	0.0	0.0	0.0	0.0	698.8
8564	12Jun1988	0.0	0.0	0.0	0.0	698.8
8565	13Jun1988	0.0	0.0	0.0	0.0	698.8
8566	14Jun1988	0.0	0.0	0.0	0.0	698.8
8567	15Jun1988	0.0	0.0	0.0	0.0	698.8
8568	16Jun1988	0.0	0.0	0.0	0.0	698.8
8569	17Jun1988	0.0	0.0	0.0	0.0	698.8
8570	18Jun1988	0.0	0.0	0.0	0.0	1056.0
8571	19Jun1988	0.0	0.0	0.0	0.0	1056.0
8572	20Jun1988	0.0	0.0	0.0	0.0	1056.0
8573	21Jun1988	0.0	0.0	0.0	0.0	1056.0
8574	22Jun1988	0.0	0.0	0.0	0.0	1056.0
8575	23Jun1988	0.0	0.0	0.0	0.0	1056.0
8576	24Jun1988	0.0	0.0	0.0	0.0	1056.0
8577	25Jun1988	0.0	0.0	0.0	0.0	1010.4
8578	26Jun1988	0.0	0.0	0.0	0.0	1010.4
8579	27Jun1988	0.0	0.0	0.0	0.0	1010.4
8580	28Jun1988	0.0	0.0	0.0	0.0	1010.4
8581	29Jun1988	0.0	0.0	0.0	0.0	1010.4
8582	30Jun1988	0.0	0.0	0.0	0.0	1010.4
8583	01Jul1988	0.0	0.0	0.0	0.0	1010.4
8584	02Jul1988	0.0	0.0	0.0	130.4	978.5
8585	03Jul1988	0.0	0.0	0.0	160.2	946.7
8586	04Jul1988	0.0	0.0	0.0	157.1	909.3
8587	05Jul1988	0.0	0.0	0.0	155.5	918.9
8588	06Jul1988	0.0	0.0	0.0	149.0	916.9
8589	07Jul1988	0.0	0.0	0.0	140.9	865.8
8590	08Jul1988	0.0	0.0	0.0	136.9	763.4
8591	09Jul1988	0.0	0.0	0.0	0.0	721.5
8592	10Jul1988	0.0	0.0	0.0	0.0	721.5
8593	11Jul1988	0.0	0.0	0.0	0.0	721.5
8594	12Jul1988	0.0	0.0	0.0	0.0	721.5
8595	13Jul1988	0.0	0.0	0.0	0.0	721.5
8596	14Jul1988	0.0	0.0	0.0	0.0	721.5
8597	15Jul1988	0.0	0.0	0.0	0.0	721.5
8598	16Jul1988	0.0	0.0	0.0	0.0	169.0
8599	17Jul1988	0.0	0.0	0.0	0.0	169.0
8600	18Jul1988	0.0	0.0	0.0	0.0	169.0
8601	19Jul1988	0.0	0.0	0.0	0.0	169.0
8602	20Jul1988	0.0	0.0	0.0	0.0	169.0
8603	21Jul1988	0.0	0.0	0.0	0.0	169.0
8604	22Jul1988	0.0	0.0	0.0	0.0	169.0
8605	23Jul1988	0.0	0.0	0.0	0.0	877.7
8606	24Jul1988	0.0	0.0	0.0	0.0	877.7
8607	25Jul1988	0.0	0.0	0.0	0.0	877.7
8608	26Jul1988	0.0	0.0	0.0	0.0	877.7
8609	27Jul1988	0.0	0.0	0.0	0.0	877.7
8610	28Jul1988	0.0	0.0	0.0	0.0	877.7
8611	29Jul1988	0.0	0.0	0.0	0.0	877.7
8612	30Jul1988	0.0	0.0	0.0	0.0	877.7
8613	31Jul1988	0.0	0.0	0.0	0.0	877.7
8614	01Aug1988	0.0	0.0	0.0	0.0	877.7
8615	02Aug1988	0.0	0.0	0.0	0.0	877.7
8616	03Aug1988	0.0	0.0	0.0	0.0	877.7
8617	04Aug1988	0.0	0.0	0.0	0.0	877.7
8618	05Aug1988	0.0	0.0	0.0	0.0	877.7
8619	06Aug1988	0.0	0.0	0.0	46.9	1269.6
8620	07Aug1988	0.0	0.0	0.0	147.3	1169.3
8621	08Aug1988	0.0	0.0	0.0	269.9	1046.7
8622	09Aug1988	0.0	0.0	0.0	241.7	1074.8
8623	10Aug1988	0.0	0.0	117.6	321.9	811.3
8624	11Aug1988	0.0	0.0	134.8	356.1	825.7
8625	12Aug1988	0.0	0.0	89.2	360.3	867.1
8626	13Aug1988	0.0	0.0	45.3	364.7	906.6
8627	14Aug1988	0.0	0.0	157.9	373.8	279.0
8628	15Aug1988	0.0	0.0	211.5	412.1	235.6
8629	16Aug1988	0.0	0.0	219.6	441.1	355.2
8630	17Aug1988	0.0	0.0	225.6	458.2	399.7
8631	18Aug1988	0.0	0.0	232.9	472.3	399.9
8632	19Aug1988	0.0	0.0	245.8	479.4	252.5
8633	20Aug1988	0.0	0.0	269.8	506.5	148.1
8634	21Aug1988	0.0	0.0	278.2	546.9	403.4
8635	22Aug1988	0.0	0.0	196.6	553.3	564.9
8636	23Aug1988	0.0	0.0	83.5	554.6	678.5
8637	24Aug1988	0.0	0.0	4.1	554.8	757.7
8638	25Aug1988	0.0	0.0	0.0	532.0	784.6
8639	26Aug1988	0.0	0.0	26.6	559.7	730.3
8640	27Aug1988	0.0	0.0	210.0	582.8	325.8
8641	28Aug1988	0.0	0.0	148.3	620.0	548.2
8642	29Aug1988	0.0	0.0	72.1	625.8	618.8
8643	30Aug1988	0.0	0.0	3.0	631.5	682.1
8644	31Aug1988	0.0	0.0	59.6	639.0	618.0
8645	01Sep1988	0.0	0.0	0.0	596.4	720.2
8646	02Sep1988	0.0	0.0	0.0	517.5	799.1
8647	03Sep1988	0.0	0.0	219.3	682.5	826.1
8648	04Sep1988	0.0	0.0	437.2	684.2	873.8
8649	05Sep1988	0.0	0.0	413.8	681.4	918.9
8650	06Sep1988	0.0	0.0	406.5	677.0	949.3
8651	07Sep1988	0.0	0.0	404.0	677.3	925.4
8652	08Sep1988	0.0	0.0	407.1	684.8	914.3
8653	09Sep1988	0.0	0.0	405.0	683.1	967.7
8654	10Sep1988	0.0	0.0	0.0	0.0	0.0
8655	11Sep1988	0.0	0.0	0.0	0.0	0.0
8656	12Sep1988	0.0	0.0	0.0	0.0	0.0
8657	13Sep1988	0.0	0.0	0.0	0.0	0.0
8658	14Sep1988	0.0	0.0	0.0	0.0	0.0
8659	15Sep1988	0.0	0.0	0.0	0.0	0.0
8660	16Sep1988	0.0	0.0	0.0	0.0	0.0
8661	17Sep1988	0.0	0.0	0.0	624.9	1350.0
8662	18Sep1988	0.0	0.0	0.0	624.9	1350.0
8663	19Sep1988	0.0	0.0	0.0	624.9	1350.0
8664	20Sep1988	0.0	0.0	0.0	624.9	1350.0
8665	21Sep1988	0.0	0.0	0.0	624.9	1350.0
8666	22Sep1988	0.0	0.0	0.0	653.8	1321.0
8667	23Sep1988	0.0	0.0	0.0	722.5	1252.3
8668	24Sep1988	0.0	0.0	225.8	712.9	1188.4
8669	25Sep1988	0.0	0.0	453.6	706.8	1209.0
8670	26Sep1988	0.0	0.0	409.3	691.9	1211.7
8671	27Sep1988	0.0	0.0	404.8	678.5	1012.6
8672	28Sep1988	0.0	0.0	400.9	690.2	1090.7
8673	29Sep1988	0.0	0.0	392.1	683.1	1120.7
8674	30Sep1988	0.0	0.0	383.4	673.3	1122.3
8675	01Oct1988	0.0	0.0	0.0	0.0	877.7
8676	02Oct1988	0.0	0.0	0.0	0.0	877.7
8677	03Oct1988	0.0	0.0	0.0	0.0	877.7
8678	04Oct1988	0.0	0.0	0.0	0.0	877.7
8679	05Oct1988	0.0	0.0	0.0	0.0	877.7
8680	06Oct1988	0.0	0.0	0.0	0.0	877.7
8681	07Oct1988	0.0	0.0	0.0	0.0	877.7
8682	08Oct1988	0.0	0.0	228.9	695.3	1350.0
8683	09Oct1988	0.0	0.0	330.4	733.3	1350.0
8684	10Oct1988	0.0	0.0	349.4	714.4	1350.0
8685	11Oct1988	0.0	0.0	367.9	695.9	1350.0
8686	12Oct1988	0.0	0.0	374.2	678.7	1350.0
8687	13Oct1988	0.0	0.0	356.5	662.5	1350.0
8688	14Oct1988	0.0	0.0	343.1	647.5	1350.0
8689	15Oct1988	0.0	0.0	332.1	633.3	1350.0
8690	16Oct1988	0.0	0.0	321.3	619.9	1350.0
8691	17Oct1988	0.0	0.0	311.6	599.5	1350.0
8692	18Oct1988	0.0	0.0	302.1	581.2	1350.0
8693	19Oct1988	0.0	0.0	292.7	563.6	1350.0
8694	20Oct1988	0.0	0.0	283.4	548.2	1350.0
8695	21Oct1988	0.0	0.0	273.8	532.8	1350.0
8696	22Oct1988	0.0	0.0	0.0	76.3	1350.0
8697	23Oct1988	0.0	0.0	0.0	76.3	1350.0
8698	24Oct1988	0.0	0.0	0.0	76.3	1350.0
8699	25Oct1988	0.0	0.0	0.0	76.3	1350.0
8700	26Oct1988	0.0	0.0	0.0	76.3	1350.0
8701	27Oct1988	0.0	0.0	0.0	76.3	1350.0
8702	28Oct1988	0.0	0.0	0.0	76.3	1350.0
8703	29Oct1988	0.0	0.0	27.7	441.8	1350.0
8704	30Oct1988	0.0	0.0	40.7	501.9	1350.0
8705	31Oct1988	0.0	0.0	54.6	488.0	1350.0
8706	01Nov1988	0.0	0.0	67.3	472.6	1350.0
8707	02Nov1988	0.0	0.0	79.2	449.4	1350.0
8708	03Nov1988	0.0	0.0	91.9	429.9	1350.0
8709	04Nov1988	0.0	0.0	99.9	414.5	1350.0
8710	05Nov1988	0.0	0.0	0.0	103.8	1350.0
8711	06Nov1988	0.0	0.0	0.0	103.8	1350.0
8712	07Nov1988	0.0	0.0	0.0	103.8	1350.0
8713	08Nov1988	0.0	0.0	0.0	103.8	1350.0
8714	09Nov1988	0.0	0.0	0.0	103.8	1350.0
8715	10Nov1988	0.0	0.0	0.0	103.8	1350.0
8716	11Nov1988	0.0	0.0	0.0	103.8	1350.0
8717	12Nov1988	0.0	0.0	0.0	104.2	1350.0
8718	13Nov1988	0.0	0.0	0.0	104.2	1350.0
8719	14Nov1988	0.0	0.0	0.0	104.2	1350.0
8720	15Nov1988	0.0	0.0	0.0	104.2	1350.0
8721	16Nov1988	0.0	0.0	0.0	104.2	1350.0
8722	17Nov1988	0.0	0.0	0.0	104.2	1350.0
8723	18Nov1988	0.0	0.0	0.0	104.2	1350.0
8724	19Nov1988	0.0	0.0	0.0	0.0	740.6
8725	20Nov1988	0.0	0.0	0.0	0.0	740.6
8726	21Nov1988	0.0	0.0	0.0	0.0	740.6
8727	22Nov1988	0.0	0.0	0.0	0.0	740.6
8728	23Nov1988	0.0	0.0	0.0	0.0	740.6
8729	24Nov1988	0.0	0.0	0.0	0.0	740.6
8730	25Nov1988	0.0	0.0	0.0	0.0	740.6
