A		RSMGL_SD	RSMGL_SD	RSMGL_SD	RSMGL_SD	RSMGL_SD
B		S12A	S12B	S12C	S12D	S333
C		FLOW	FLOW	FLOW	FLOW	FLOW
E						
F		SIMULATED	SIMULATED	SIMULATED	SIMULATED	SIMULATED
Units		FT^3/S	FT^3/S	FT^3/S	FT^3/S	FT^3/S
Type		PER-AVER	PER-AVER	PER-AVER	PER-AVER	PER-AVER
3724	13Mar1975	0.0	0.0	0.0	0.0	125.1
3725	14Mar1975	0.0	0.0	0.0	0.0	125.1
3726	15Mar1975	0.0	0.0	0.0	0.0	125.7
3727	16Mar1975	0.0	0.0	0.0	0.0	125.7
3728	17Mar1975	0.0	0.0	0.0	0.0	125.7
3729	18Mar1975	0.0	0.0	0.0	0.0	125.7
3730	19Mar1975	0.0	0.0	0.0	0.0	125.7
3731	20Mar1975	0.0	0.0	0.0	0.0	125.7
3732	21Mar1975	0.0	0.0	0.0	0.0	125.7
3733	22Mar1975	0.0	0.0	0.0	0.0	125.1
3734	23Mar1975	0.0	0.0	0.0	0.0	125.1
3735	24Mar1975	0.0	0.0	0.0	0.0	125.1
3736	25Mar1975	0.0	0.0	0.0	0.0	125.1
3737	26Mar1975	0.0	0.0	0.0	0.0	125.1
3738	27Mar1975	0.0	0.0	0.0	0.0	125.1
3739	28Mar1975	0.0	0.0	0.0	0.0	125.1
3740	29Mar1975	0.0	0.0	0.0	0.0	125.4
3741	30Mar1975	0.0	0.0	0.0	0.0	125.4
3742	31Mar1975	0.0	0.0	0.0	0.0	125.4
3743	01Apr1975	0.0	0.0	0.0	0.0	125.4
3744	02Apr1975	0.0	0.0	0.0	0.0	125.4
3745	03Apr1975	0.0	0.0	0.0	0.0	125.4
3746	04Apr1975	0.0	0.0	0.0	0.0	125.4
3747	05Apr1975	0.0	0.0	0.0	0.0	51.8
3748	06Apr1975	0.0	0.0	0.0	0.0	51.8
3749	07Apr1975	0.0	0.0	0.0	0.0	51.8
3750	08Apr1975	0.0	0.0	0.0	0.0	51.8
3751	09Apr1975	0.0	0.0	0.0	0.0	51.8
3752	10Apr1975	0.0	0.0	0.0	0.0	51.8
3753	11Apr1975	0.0	0.0	0.0	0.0	51.8
3754	12Apr1975	0.0	0.0	0.0	0.0	53.6
3755	13Apr1975	0.0	0.0	0.0	0.0	53.6
3756	14Apr1975	0.0	0.0	0.0	0.0	53.6
3757	15Apr1975	0.0	0.0	0.0	0.0	53.6
3758	16Apr1975	0.0	0.0	0.0	0.0	53.6
3759	17Apr1975	0.0	0.0	0.0	0.0	53.6
3760	18Apr1975	0.0	0.0	0.0	0.0	53.6
3761	19Apr1975	0.0	0.0	0.0	0.0	0.0
3762	20Apr1975	0.0	0.0	0.0	0.0	0.0
3763	21Apr1975	0.0	0.0	0.0	0.0	0.0
3764	22Apr1975	0.0	0.0	0.0	0.0	0.0
3765	23Apr1975	0.0	0.0	0.0	0.0	0.0
3766	24Apr1975	0.0	0.0	0.0	0.0	0.0
3767	25Apr1975	0.0	0.0	0.0	0.0	0.0
3768	26Apr1975	0.0	0.0	0.0	0.0	44.7
3769	27Apr1975	0.0	0.0	0.0	0.0	44.7
3770	28Apr1975	0.0	0.0	0.0	0.0	44.7
3771	29Apr1975	0.0	0.0	0.0	0.0	44.7
3772	30Apr1975	0.0	0.0	0.0	0.0	44.7
3773	01May1975	0.0	0.0	0.0	0.0	44.7
3774	02May1975	0.0	0.0	0.0	0.0	44.7
3775	03May1975	0.0	0.0	0.0	0.0	44.7
3776	04May1975	0.0	0.0	0.0	0.0	44.7
3777	05May1975	0.0	0.0	0.0	0.0	44.7
3778	06May1975	0.0	0.0	0.0	0.0	44.7
3779	07May1975	0.0	0.0	0.0	0.0	44.7
3780	08May1975	0.0	0.0	0.0	0.0	44.7
3781	09May1975	0.0	0.0	0.0	0.0	44.7
3782	10May1975	0.0	0.0	0.0	0.0	47.2
3783	11May1975	0.0	0.0	0.0	0.0	47.2
3784	12May1975	0.0	0.0	0.0	0.0	47.2
3785	13May1975	0.0	0.0	0.0	0.0	47.2
3786	14May1975	0.0	0.0	0.0	0.0	47.2
3787	15May1975	0.0	0.0	0.0	0.0	47.2
3788	16May1975	0.0	0.0	0.0	0.0	47.2
3789	17May1975	0.0	0.0	0.0	0.0	21.1
3790	18May1975	0.0	0.0	0.0	0.0	21.1
3791	19May1975	0.0	0.0	0.0	0.0	21.1
3792	20May1975	0.0	0.0	0.0	0.0	21.1
3793	21May1975	0.0	0.0	0.0	0.0	21.1
3794	22May1975	0.0	0.0	0.0	0.0	21.1
3795	23May1975	0.0	0.0	0.0	0.0	21.1
3796	24May1975	0.0	0.0	0.0	0.0	61.1
3797	25May1975	0.0	0.0	0.0	0.0	61.1
3798	26May1975	0.0	0.0	0.0	0.0	61.1
3799	27May1975	0.0	0.0	0.0	0.0	61.1
3800	28May1975	0.0	0.0	0.0	0.0	61.1
3801	29May1975	0.0	0.0	0.0	0.0	61.1
3802	30May1975	0.0	0.0	0.0	0.0	61.1
3803	31May1975	0.0	0.0	0.0	0.0	5.6
3804	01Jun1975	0.0	0.0	0.0	0.0	5.6
3805	02Jun1975	0.0	0.0	0.0	0.0	5.6
3806	03Jun1975	0.0	0.0	0.0	0.0	5.6
3807	04Jun1975	0.0	0.0	0.0	0.0	5.6
3808	05Jun1975	0.0	0.0	0.0	0.0	5.6
3809	06Jun1975	0.0	0.0	0.0	0.0	5.6
3810	07Jun1975	0.0	0.0	0.0	0.0	65.0
3811	08Jun1975	0.0	0.0	0.0	0.0	65.0
3812	09Jun1975	0.0	0.0	0.0	0.0	65.0
3813	10Jun1975	0.0	0.0	0.0	0.0	65.0
3814	11Jun1975	0.0	0.0	0.0	0.0	65.0
3815	12Jun1975	0.0	0.0	0.0	0.0	65.0
3816	13Jun1975	0.0	0.0	0.0	0.0	65.0
3817	14Jun1975	0.0	0.0	0.0	0.0	68.6
3818	15Jun1975	0.0	0.0	0.0	0.0	68.6
3819	16Jun1975	0.0	0.0	0.0	0.0	68.6
3820	17Jun1975	0.0	0.0	0.0	0.0	68.6
3821	18Jun1975	0.0	0.0	0.0	0.0	68.6
3822	19Jun1975	0.0	0.0	0.0	0.0	68.6
3823	20Jun1975	0.0	0.0	0.0	0.0	68.6
3824	21Jun1975	0.0	0.0	0.0	0.0	57.6
3825	22Jun1975	0.0	0.0	0.0	0.0	57.6
3826	23Jun1975	0.0	0.0	0.0	0.0	57.6
3827	24Jun1975	0.0	0.0	0.0	0.0	57.6
3828	25Jun1975	0.0	0.0	0.0	0.0	57.6
3829	26Jun1975	0.0	0.0	0.0	0.0	57.6
3830	27Jun1975	0.0	0.0	0.0	0.0	57.6
3831	28Jun1975	0.0	0.0	0.0	0.0	683.3
3832	29Jun1975	0.0	0.0	0.0	0.0	683.3
3833	30Jun1975	0.0	0.0	0.0	0.0	683.3
3834	01Jul1975	0.0	0.0	0.0	0.0	683.3
3835	02Jul1975	0.0	0.0	0.0	0.0	683.3
3836	03Jul1975	0.0	0.0	0.0	0.0	683.3
3837	04Jul1975	0.0	0.0	0.0	0.0	683.3
3838	05Jul1975	0.0	0.0	0.0	0.0	683.3
3839	06Jul1975	0.0	0.0	0.0	0.0	683.3
3840	07Jul1975	0.0	0.0	0.0	0.0	683.3
3841	08Jul1975	0.0	0.0	0.0	0.0	683.3
3842	09Jul1975	0.0	0.0	0.0	0.0	683.3
3843	10Jul1975	0.0	0.0	0.0	0.0	683.3
3844	11Jul1975	0.0	0.0	0.0	0.0	683.3
3845	12Jul1975	0.0	0.0	0.0	0.0	698.8
3846	13Jul1975	0.0	0.0	0.0	0.0	698.8
3847	14Jul1975	0.0	0.0	0.0	0.0	698.8
3848	15Jul1975	0.0	0.0	0.0	0.0	698.8
3849	16Jul1975	0.0	0.0	0.0	0.0	698.8
3850	17Jul1975	0.0	0.0	0.0	0.0	698.8
3851	18Jul1975	0.0	0.0	0.0	0.0	698.8
3852	19Jul1975	0.0	0.0	0.0	0.0	698.8
3853	20Jul1975	0.0	0.0	0.0	0.0	698.8
3854	21Jul1975	0.0	0.0	0.0	0.0	698.8
3855	22Jul1975	0.0	0.0	0.0	0.0	698.8
3856	23Jul1975	0.0	0.0	0.0	0.0	698.8
3857	24Jul1975	0.0	0.0	0.0	0.0	698.8
3858	25Jul1975	0.0	0.0	0.0	0.0	698.8
3859	26Jul1975	0.0	0.0	0.0	0.0	232.3
3860	27Jul1975	0.0	0.0	0.0	0.0	232.3
3861	28Jul1975	0.0	0.0	0.0	0.0	232.3
3862	29Jul1975	0.0	0.0	0.0	0.0	232.3
3863	30Jul1975	0.0	0.0	0.0	0.0	232.3
3864	31Jul1975	0.0	0.0	0.0	0.0	232.3
3865	01Aug1975	0.0	0.0	0.0	0.0	232.3
3866	02Aug1975	0.0	0.0	0.0	0.0	0.0
3867	03Aug1975	0.0	0.0	0.0	0.0	0.0
3868	04Aug1975	0.0	0.0	0.0	0.0	0.0
3869	05Aug1975	0.0	0.0	0.0	0.0	0.0
3870	06Aug1975	0.0	0.0	0.0	0.0	0.0
3871	07Aug1975	0.0	0.0	0.0	0.0	0.0
3872	08Aug1975	0.0	0.0	0.0	0.0	0.0
3873	09Aug1975	0.0	0.0	0.0	0.0	0.0
3874	10Aug1975	0.0	0.0	0.0	0.0	0.0
3875	11Aug1975	0.0	0.0	0.0	0.0	0.0
3876	12Aug1975	0.0	0.0	0.0	0.0	0.0
3877	13Aug1975	0.0	0.0	0.0	0.0	0.0
3878	14Aug1975	0.0	0.0	0.0	0.0	0.0
3879	15Aug1975	0.0	0.0	0.0	0.0	0.0
3880	16Aug1975	0.0	0.0	0.0	0.0	0.0
3881	17Aug1975	0.0	0.0	0.0	0.0	0.0
3882	18Aug1975	0.0	0.0	0.0	0.0	0.0
3883	19Aug1975	0.0	0.0	0.0	0.0	0.0
3884	20Aug1975	0.0	0.0	0.0	0.0	0.0
3885	21Aug1975	0.0	0.0	0.0	0.0	0.0
3886	22Aug1975	0.0	0.0	0.0	0.0	0.0
3887	23Aug1975	0.0	0.0	0.0	0.0	380.2
3888	24Aug1975	0.0	0.0	0.0	0.0	380.2
3889	25Aug1975	0.0	0.0	0.0	0.0	380.2
3890	26Aug1975	0.0	0.0	0.0	0.0	380.2
3891	27Aug1975	0.0	0.0	0.0	0.0	380.2
3892	28Aug1975	0.0	0.0	0.0	0.0	380.2
3893	29Aug1975	0.0	0.0	0.0	0.0	380.2
3894	30Aug1975	0.0	0.0	0.0	0.0	0.0
3895	31Aug1975	0.0	0.0	0.0	0.0	0.0
3896	01Sep1975	0.0	0.0	0.0	0.0	0.0
3897	02Sep1975	0.0	0.0	0.0	0.0	0.0
3898	03Sep1975	0.0	0.0	0.0	0.0	0.0
3899	04Sep1975	0.0	0.0	0.0	0.0	0.0
3900	05Sep1975	0.0	0.0	0.0	0.0	0.0
3901	06Sep1975	0.0	0.0	0.0	0.0	0.0
3902	07Sep1975	0.0	0.0	0.0	0.0	0.0
3903	08Sep1975	0.0	0.0	0.0	0.0	0.0
3904	09Sep1975	0.0	0.0	0.0	0.0	0.0
3905	10Sep1975	0.0	0.0	0.0	0.0	0.0
3906	11Sep1975	0.0	0.0	0.0	0.0	0.0
3907	12Sep1975	0.0	0.0	0.0	0.0	0.0
3908	13Sep1975	0.0	0.0	0.0	0.0	0.0
3909	14Sep1975	0.0	0.0	0.0	0.0	0.0
3910	15Sep1975	0.0	0.0	0.0	0.0	0.0
3911	16Sep1975	0.0	0.0	0.0	0.0	0.0
3912	17Sep1975	0.0	0.0	0.0	0.0	0.0
3913	18Sep1975	0.0	0.0	0.0	0.0	0.0
3914	19Sep1975	0.0	0.0	0.0	0.0	0.0
3915	20Sep1975	0.0	0.0	0.0	0.0	713.1
3916	21Sep1975	0.0	0.0	0.0	0.0	713.1
3917	22Sep1975	0.0	0.0	0.0	0.0	713.1
3918	23Sep1975	0.0	0.0	0.0	0.0	713.1
3919	24Sep1975	0.0	0.0	0.0	0.0	713.1
3920	25Sep1975	0.0	0.0	0.0	0.0	713.1
3921	26Sep1975	0.0	0.0	0.0	0.0	713.1
3922	27Sep1975	0.0	0.0	0.0	0.0	0.5
3923	28Sep1975	0.0	0.0	0.0	0.0	0.5
3924	29Sep1975	0.0	0.0	0.0	0.0	0.5
3925	30Sep1975	0.0	0.0	0.0	0.0	0.5
3926	01Oct1975	0.0	0.0	0.0	0.0	0.5
3927	02Oct1975	0.0	0.0	0.0	0.0	0.5
3928	03Oct1975	0.0	0.0	0.0	0.0	0.5
3929	04Oct1975	0.0	0.0	0.0	0.0	698.8
3930	05Oct1975	0.0	0.0	0.0	0.0	698.8
3931	06Oct1975	0.0	0.0	0.0	0.0	698.8
3932	07Oct1975	0.0	0.0	0.0	0.0	698.8
3933	08Oct1975	0.0	0.0	0.0	0.0	698.8
3934	09Oct1975	0.0	0.0	0.0	0.0	698.8
3935	10Oct1975	0.0	0.0	0.0	0.0	698.8
3936	11Oct1975	0.0	0.0	0.0	0.0	1316.6
3937	12Oct1975	0.0	0.0	0.0	0.0	1316.6
3938	13Oct1975	0.0	0.0	0.0	0.0	1316.6
3939	14Oct1975	0.0	0.0	0.0	0.0	1316.6
3940	15Oct1975	0.0	0.0	0.0	0.0	1316.6
3941	16Oct1975	0.0	0.0	0.0	0.0	1316.6
3942	17Oct1975	0.0	0.0	0.0	0.0	1316.6
3943	18Oct1975	0.0	0.0	0.0	624.9	1350.0
3944	19Oct1975	0.0	0.0	0.0	624.9	1350.0
3945	20Oct1975	0.0	0.0	0.0	624.9	1350.0
3946	21Oct1975	0.0	0.0	0.0	624.9	1350.0
3947	22Oct1975	0.0	0.0	0.0	624.9	1350.0
3948	23Oct1975	0.0	0.0	0.0	624.9	1350.0
3949	24Oct1975	0.0	0.0	0.0	624.9	1350.0
3950	25Oct1975	0.0	0.0	0.0	0.0	1316.6
3951	26Oct1975	0.0	0.0	0.0	0.0	1316.6
3952	27Oct1975	0.0	0.0	0.0	0.0	1316.6
3953	28Oct1975	0.0	0.0	0.0	0.0	1316.6
3954	29Oct1975	0.0	0.0	0.0	0.0	1316.6
3955	30Oct1975	0.0	0.0	0.0	0.0	1316.6
3956	31Oct1975	0.0	0.0	0.0	0.0	1316.6
3957	01Nov1975	0.0	0.0	0.0	624.9	1350.0
3958	02Nov1975	0.0	0.0	0.0	624.9	1350.0
3959	03Nov1975	0.0	0.0	0.0	624.9	1350.0
3960	04Nov1975	0.0	0.0	0.0	624.9	1350.0
3961	05Nov1975	0.0	0.0	0.0	624.9	1350.0
3962	06Nov1975	0.0	0.0	0.0	624.9	1350.0
3963	07Nov1975	0.0	0.0	0.0	624.9	1350.0
3964	08Nov1975	0.0	0.0	0.0	0.0	1316.6
3965	09Nov1975	0.0	0.0	0.0	0.0	1316.6
3966	10Nov1975	0.0	0.0	0.0	0.0	1316.6
3967	11Nov1975	0.0	0.0	0.0	0.0	1316.6
3968	12Nov1975	0.0	0.0	0.0	0.0	1316.6
3969	13Nov1975	0.0	0.0	0.0	0.0	1316.6
3970	14Nov1975	0.0	0.0	0.0	0.0	1316.6
3971	15Nov1975	0.0	0.0	0.0	0.0	1316.9
3972	16Nov1975	0.0	0.0	0.0	0.0	1316.9
3973	17Nov1975	0.0	0.0	0.0	0.0	1316.9
3974	18Nov1975	0.0	0.0	0.0	0.0	1316.9
3975	19Nov1975	0.0	0.0	0.0	0.0	1316.9
3976	20Nov1975	0.0	0.0	0.0	0.0	1316.9
3977	21Nov1975	0.0	0.0	0.0	0.0	1316.9
3978	22Nov1975	0.0	0.0	0.0	0.0	126.7
3979	23Nov1975	0.0	0.0	0.0	0.0	126.7
3980	24Nov1975	0.0	0.0	0.0	0.0	126.7
3981	25Nov1975	0.0	0.0	0.0	0.0	126.7
3982	26Nov1975	0.0	0.0	0.0	0.0	126.7
3983	27Nov1975	0.0	0.0	0.0	0.0	126.7
3984	28Nov1975	0.0	0.0	0.0	0.0	126.7
3985	29Nov1975	0.0	0.0	251.8	751.1	1350.0
3986	30Nov1975	0.0	0.0	317.8	746.0	1350.0
3987	01Dec1975	0.0	0.0	0.0	723.0	1350.0
3988	02Dec1975	0.0	0.0	0.0	707.9	1350.0
3989	03Dec1975	0.0	0.0	0.0	695.2	1350.0
3990	04Dec1975	0.0	0.0	0.0	683.3	1350.0
3991	05Dec1975	0.0	0.0	0.0	671.5	1350.0
3992	06Dec1975	0.0	0.0	0.0	0.0	253.4
3993	07Dec1975	0.0	0.0	0.0	0.0	253.4
3994	08Dec1975	0.0	0.0	0.0	0.0	253.4
3995	09Dec1975	0.0	0.0	0.0	0.0	253.4
3996	10Dec1975	0.0	0.0	0.0	0.0	253.4
3997	11Dec1975	0.0	0.0	0.0	0.0	253.4
3998	12Dec1975	0.0	0.0	0.0	0.0	253.4
3999	13Dec1975	0.0	0.0	0.0	0.0	1152.0
4000	14Dec1975	0.0	0.0	0.0	0.0	1152.0
4001	15Dec1975	0.0	0.0	0.0	0.0	1152.0
4002	16Dec1975	0.0	0.0	0.0	0.0	1152.0
4003	17Dec1975	0.0	0.0	0.0	0.0	1152.0
4004	18Dec1975	0.0	0.0	0.0	0.0	1152.0
4005	19Dec1975	0.0	0.0	0.0	0.0	1152.0
4006	20Dec1975	0.0	0.0	0.0	0.0	1152.2
4007	21Dec1975	0.0	0.0	0.0	0.0	1152.2
4008	22Dec1975	0.0	0.0	0.0	0.0	1152.2
4009	23Dec1975	0.0	0.0	0.0	0.0	1152.2
4010	24Dec1975	0.0	0.0	0.0	0.0	1152.2
4011	25Dec1975	0.0	0.0	0.0	0.0	1152.2
4012	26Dec1975	0.0	0.0	0.0	0.0	1152.2
4013	27Dec1975	0.0	0.0	0.0	76.5	1350.0
4014	28Dec1975	0.0	0.0	0.0	76.5	1350.0
4015	29Dec1975	0.0	0.0	0.0	76.5	1350.0
4016	30Dec1975	0.0	0.0	0.0	76.5	1350.0
4017	31Dec1975	0.0	0.0	0.0	76.5	1350.0
4018	01Jan1976	0.0	0.0	0.0	76.5	1350.0
4019	02Jan1976	0.0	0.0	0.0	76.5	1350.0
4020	03Jan1976	0.0	0.0	0.0	0.0	698.8
4021	04Jan1976	0.0	0.0	0.0	0.0	698.8
4022	05Jan1976	0.0	0.0	0.0	0.0	698.8
4023	06Jan1976	0.0	0.0	0.0	0.0	698.8
4024	07Jan1976	0.0	0.0	0.0	0.0	698.8
4025	08Jan1976	0.0	0.0	0.0	0.0	698.8
4026	09Jan1976	0.0	0.0	0.0	0.0	698.8
4027	10Jan1976	0.0	0.0	0.0	0.0	698.8
4028	11Jan1976	0.0	0.0	0.0	0.0	698.8
4029	12Jan1976	0.0	0.0	0.0	0.0	698.8
4030	13Jan1976	0.0	0.0	0.0	0.0	698.8
4031	14Jan1976	0.0	0.0	0.0	0.0	698.8
4032	15Jan1976	0.0	0.0	0.0	0.0	698.8
4033	16Jan1976	0.0	0.0	0.0	0.0	698.8
4034	17Jan1976	0.0	0.0	0.0	0.0	1124.6
4035	18Jan1976	0.0	0.0	0.0	0.0	1124.6
4036	19Jan1976	0.0	0.0	0.0	0.0	1124.6
4037	20Jan1976	0.0	0.0	0.0	0.0	1124.6
4038	21Jan1976	0.0	0.0	0.0	0.0	1124.6
4039	22Jan1976	0.0	0.0	0.0	0.0	1124.6
4040	23Jan1976	0.0	0.0	0.0	0.0	1124.6
4041	24Jan1976	0.0	0.0	0.0	0.0	0.5
4042	25Jan1976	0.0	0.0	0.0	0.0	0.5
4043	26Jan1976	0.0	0.0	0.0	0.0	0.5
4044	27Jan1976	0.0	0.0	0.0	0.0	0.5
4045	28Jan1976	0.0	0.0	0.0	0.0	0.5
4046	29Jan1976	0.0	0.0	0.0	0.0	0.5
4047	30Jan1976	0.0	0.0	0.0	0.0	0.5
4048	31Jan1976	0.0	0.0	0.0	0.0	372.2
4049	01Feb1976	0.0	0.0	0.0	0.0	372.2
4050	02Feb1976	0.0	0.0	0.0	0.0	372.2
4051	03Feb1976	0.0	0.0	0.0	0.0	372.2
4052	04Feb1976	0.0	0.0	0.0	0.0	372.2
4053	05Feb1976	0.0	0.0	0.0	0.0	372.2
4054	06Feb1976	0.0	0.0	0.0	0.0	372.2
4055	07Feb1976	0.0	0.0	0.0	0.0	125.8
4056	08Feb1976	0.0	0.0	0.0	0.0	125.8
4057	09Feb1976	0.0	0.0	0.0	0.0	125.8
4058	10Feb1976	0.0	0.0	0.0	0.0	125.8
4059	11Feb1976	0.0	0.0	0.0	0.0	125.8
4060	12Feb1976	0.0	0.0	0.0	0.0	125.8
4061	13Feb1976	0.0	0.0	0.0	0.0	125.8
4062	14Feb1976	0.0	0.0	0.0	0.0	125.8
4063	15Feb1976	0.0	0.0	0.0	0.0	125.8
4064	16Feb1976	0.0	0.0	0.0	0.0	125.8
4065	17Feb1976	0.0	0.0	0.0	0.0	125.8
4066	18Feb1976	0.0	0.0	0.0	0.0	125.8
4067	19Feb1976	0.0	0.0	0.0	0.0	125.8
4068	20Feb1976	0.0	0.0	0.0	0.0	125.8
4069	21Feb1976	0.0	0.0	0.0	0.0	39.6
4070	22Feb1976	0.0	0.0	0.0	0.0	39.6
4071	23Feb1976	0.0	0.0	0.0	0.0	39.6
4072	24Feb1976	0.0	0.0	0.0	0.0	39.6
4073	25Feb1976	0.0	0.0	0.0	0.0	39.6
4074	26Feb1976	0.0	0.0	0.0	0.0	39.6
4075	27Feb1976	0.0	0.0	0.0	0.0	39.6
4076	28Feb1976	0.0	0.0	0.0	0.0	95.5
4077	29Feb1976	0.0	0.0	0.0	0.0	95.5
4078	01Mar1976	0.0	0.0	0.0	0.0	95.5
4079	02Mar1976	0.0	0.0	0.0	0.0	95.5
4080	03Mar1976	0.0	0.0	0.0	0.0	95.5
4081	04Mar1976	0.0	0.0	0.0	0.0	95.5
4082	05Mar1976	0.0	0.0	0.0	0.0	95.5
4083	06Mar1976	0.0	0.0	0.0	0.0	202.3
4084	07Mar1976	0.0	0.0	0.0	0.0	202.3
4085	08Mar1976	0.0	0.0	0.0	0.0	202.3
4086	09Mar1976	0.0	0.0	0.0	0.0	202.3
4087	10Mar1976	0.0	0.0	0.0	0.0	202.3
4088	11Mar1976	0.0	0.0	0.0	0.0	202.3
4089	12Mar1976	0.0	0.0	0.0	0.0	202.3
4090	13Mar1976	0.0	0.0	0.0	0.0	698.8
4091	14Mar1976	0.0	0.0	0.0	0.0	698.8
4092	15Mar1976	0.0	0.0	0.0	0.0	698.8
4093	16Mar1976	0.0	0.0	0.0	0.0	698.8
4094	17Mar1976	0.0	0.0	0.0	0.0	698.8
4095	18Mar1976	0.0	0.0	0.0	0.0	698.8
4096	19Mar1976	0.0	0.0	0.0	0.0	698.8
4097	20Mar1976	0.0	0.0	0.0	0.0	698.8
4098	21Mar1976	0.0	0.0	0.0	0.0	698.8
4099	22Mar1976	0.0	0.0	0.0	0.0	698.8
4100	23Mar1976	0.0	0.0	0.0	0.0	698.8
4101	24Mar1976	0.0	0.0	0.0	0.0	698.8
4102	25Mar1976	0.0	0.0	0.0	0.0	698.8
4103	26Mar1976	0.0	0.0	0.0	0.0	698.8
4104	27Mar1976	0.0	0.0	0.0	0.0	660.2
4105	28Mar1976	0.0	0.0	0.0	0.0	660.2
4106	29Mar1976	0.0	0.0	0.0	0.0	660.2
4107	30Mar1976	0.0	0.0	0.0	0.0	660.2
4108	31Mar1976	0.0	0.0	0.0	0.0	660.2
4109	01Apr1976	0.0	0.0	0.0	0.0	660.2
4110	02Apr1976	0.0	0.0	0.0	0.0	660.2
4111	03Apr1976	0.0	0.0	0.0	0.0	149.3
4112	04Apr1976	0.0	0.0	0.0	0.0	149.3
4113	05Apr1976	0.0	0.0	0.0	0.0	149.3
4114	06Apr1976	0.0	0.0	0.0	0.0	149.3
4115	07Apr1976	0.0	0.0	0.0	0.0	149.3
4116	08Apr1976	0.0	0.0	0.0	0.0	149.3
4117	09Apr1976	0.0	0.0	0.0	0.0	149.3
4118	10Apr1976	0.0	0.0	0.0	0.0	224.4
4119	11Apr1976	0.0	0.0	0.0	0.0	224.4
4120	12Apr1976	0.0	0.0	0.0	0.0	224.4
4121	13Apr1976	0.0	0.0	0.0	0.0	224.4
4122	14Apr1976	0.0	0.0	0.0	0.0	224.4
4123	15Apr1976	0.0	0.0	0.0	0.0	224.4
4124	16Apr1976	0.0	0.0	0.0	0.0	224.4
4125	17Apr1976	0.0	0.0	0.0	0.0	42.2
4126	18Apr1976	0.0	0.0	0.0	0.0	42.2
4127	19Apr1976	0.0	0.0	0.0	0.0	42.2
4128	20Apr1976	0.0	0.0	0.0	0.0	42.2
4129	21Apr1976	0.0	0.0	0.0	0.0	42.2
4130	22Apr1976	0.0	0.0	0.0	0.0	42.2
4131	23Apr1976	0.0	0.0	0.0	0.0	42.2
4132	24Apr1976	0.0	0.0	0.0	0.0	125.7
4133	25Apr1976	0.0	0.0	0.0	0.0	125.7
4134	26Apr1976	0.0	0.0	0.0	0.0	125.7
4135	27Apr1976	0.0	0.0	0.0	0.0	125.7
4136	28Apr1976	0.0	0.0	0.0	0.0	125.7
4137	29Apr1976	0.0	0.0	0.0	0.0	125.7
4138	30Apr1976	0.0	0.0	0.0	0.0	125.7
4139	01May1976	0.0	0.0	0.0	0.0	52.8
4140	02May1976	0.0	0.0	0.0	0.0	52.8
4141	03May1976	0.0	0.0	0.0	0.0	52.8
4142	04May1976	0.0	0.0	0.0	0.0	52.8
4143	05May1976	0.0	0.0	0.0	0.0	52.8
4144	06May1976	0.0	0.0	0.0	0.0	52.8
4145	07May1976	0.0	0.0	0.0	0.0	52.8
4146	08May1976	0.0	0.0	0.0	0.0	47.5
4147	09May1976	0.0	0.0	0.0	0.0	47.5
4148	10May1976	0.0	0.0	0.0	0.0	47.5
4149	11May1976	0.0	0.0	0.0	0.0	47.5
4150	12May1976	0.0	0.0	0.0	0.0	47.5
4151	13May1976	0.0	0.0	0.0	0.0	47.5
4152	14May1976	0.0	0.0	0.0	0.0	47.5
4153	15May1976	0.0	0.0	0.0	0.0	493.5
4154	16May1976	0.0	0.0	0.0	0.0	493.5
4155	17May1976	0.0	0.0	0.0	0.0	493.5
4156	18May1976	0.0	0.0	0.0	0.0	493.5
4157	19May1976	0.0	0.0	0.0	0.0	493.5
4158	20May1976	0.0	0.0	0.0	0.0	493.5
4159	21May1976	0.0	0.0	0.0	0.0	493.5
4160	22May1976	0.0	0.0	0.0	0.0	698.8
4161	23May1976	0.0	0.0	0.0	0.0	698.8
4162	24May1976	0.0	0.0	0.0	0.0	696.5
4163	25May1976	0.0	0.0	0.0	0.0	592.4
4164	26May1976	0.0	0.0	0.0	0.0	600.6
4165	27May1976	0.0	0.0	0.0	0.0	551.7
4166	28May1976	0.0	0.0	0.0	0.0	585.3
4167	29May1976	0.0	0.0	0.0	0.0	298.6
4168	30May1976	0.0	0.0	0.0	0.0	507.9
4169	31May1976	0.0	0.0	0.0	0.0	528.2
4170	01Jun1976	0.0	0.0	0.0	0.0	528.2
4171	02Jun1976	0.0	0.0	0.0	0.0	528.2
4172	03Jun1976	0.0	0.0	0.0	0.0	528.2
4173	04Jun1976	0.0	0.0	0.0	0.0	514.5
4174	05Jun1976	0.0	0.0	0.0	0.0	697.1
4175	06Jun1976	0.0	0.0	0.0	0.0	672.7
4176	07Jun1976	0.0	0.0	0.0	0.0	697.1
4177	08Jun1976	0.0	0.0	0.0	0.0	697.1
4178	09Jun1976	0.0	0.0	0.0	0.0	697.1
4179	10Jun1976	0.0	0.0	0.0	0.0	697.1
4180	11Jun1976	0.0	0.0	0.0	0.0	697.1
4181	12Jun1976	0.0	0.0	0.0	0.0	697.1
4182	13Jun1976	0.0	0.0	0.0	0.0	697.1
4183	14Jun1976	0.0	0.0	0.0	0.0	697.1
4184	15Jun1976	0.0	0.0	0.0	0.0	697.1
