Date,Qo,WCA3A_Stg,NESRS2_Stg,Qi,Rain,PET,Za,Year
1/8/1965,1465.05593,10.33545907,6.637501717,1465.05593,0.136071739,0.8295,10.5,1965
1/15/1965,1386.806466,10.3283275,6.951639652,1465.05593,0.00299058,0.8016,10.45731707,1965
1/22/1965,1099.055527,10.29292615,7.370804787,1386.806466,0.017150362,0.8012,10.41463415,1965
1/29/1965,908.0898308,10.21511682,7.40975666,1099.055527,0.06297971,0.8839,10.37195122,1965
2/5/1965,725.3151642,10.11605485,7.374436378,908.0898308,0.306888043,0.881,10.32926829,1965
2/12/1965,176.7622795,10.04030387,7.439473629,725.3151642,1.034158696,0.8537,10.28658537,1965
2/19/1965,44.50325886,10.00770823,7.465657234,176.7622795,0.121647826,1.0155,10.24292453,1965
2/26/1965,86.74364104,9.921225866,7.300203323,44.50325886,1.552125,0.812,10.19339623,1965
3/5/1965,99.56661218,9.945544243,7.305438995,86.74364104,0.74745,0.9694,10.14386792,1965
3/12/1965,104.8466578,9.939078331,7.33864212,99.56661218,0.001389855,1.0701,10.09433962,1965
3/19/1965,87.49793,9.835256259,7.201282978,104.8466578,0.085829348,0.9904,10.04481132,1965
3/26/1965,101.3109098,9.749869029,7.06867218,87.49793,0.063642029,1.0284,9.995283019,1965
4/2/1965,123.0675327,9.652973175,6.965041637,101.3109098,0.23755942,1.1564,9.945754717,1965
4/9/1965,126.2349737,9.550282796,6.858582973,123.0675327,0,1.3769,9.896226415,1965
4/16/1965,105.7202807,9.407370567,6.717087746,126.2349737,0,1.3868,9.846698113,1965
4/23/1965,122.3839592,9.254420598,6.58550024,105.7202807,0.154297826,1.4263,9.797169811,1965
4/30/1965,125.7311324,9.110849063,6.47313261,122.3839592,0.229456159,1.0861,9.747641509,1965
5/7/1965,125.023983,9.01530234,6.426576614,125.7311324,0,1.7269,9.698113208,1965
5/14/1965,125.4718456,8.854647319,6.290829659,125.023983,0.445764493,1.6674,9.648584906,1965
5/21/1965,125.5661324,8.72155571,6.170376301,125.4718456,0.002546377,1.7417,9.599056604,1965
5/28/1965,125.9202564,8.572774251,6.037374973,125.5661324,0.005171014,1.6342,9.549528302,1965
6/4/1965,125.913536,8.437142054,5.889223576,125.9202564,0.755668841,1.686,9.5,1965
6/11/1965,103.8340008,8.395254771,5.805533409,125.913536,2.736052899,1.3799,9.545751634,1965
6/18/1965,103.1259305,8.543778419,6.060423851,103.8340008,2.199768841,1.2536,9.591503268,1965
6/25/1965,113.2381623,8.626457532,6.091643333,103.1259305,1.556457971,1.4144,9.637254902,1965
7/2/1965,69.0177628,8.610139847,6.107592583,113.2381623,0.854347101,1.2844,9.683006536,1965
7/9/1965,116.5381922,8.575283051,6.060310364,69.0177628,0.907777174,1.5422,9.72875817,1965
7/16/1965,61.8048416,8.498616536,5.929450035,116.5381922,2.943588406,1.2875,9.774509804,1965
7/23/1965,7.307208543,8.673281034,5.97294569,61.8048416,2.483445652,1.3908,9.820261438,1965
7/30/1965,0,8.732519468,6.148088455,7.307208543,1.428842029,1.2177,9.866013072,1965
8/6/1965,144.82416,8.7732687,6.269782543,0,2.770922464,1.3064,9.911764706,1965
8/13/1965,24.13736,9.033016205,6.211548805,144.82416,1.922585145,1.2654,9.95751634,1965
8/20/1965,799.3541272,9.174827894,6.210969925,24.13736,1.172947101,1.3483,10.00326797,1965
8/27/1965,133.2256879,9.255863508,6.422606468,799.3541272,0.764659783,1.2854,10.04901961,1965
9/3/1965,0,9.294294993,6.578266621,133.2256879,1.149923913,1.232,10.09477124,1965
9/10/1965,0,9.390853882,6.529589653,0,3.525811594,1.019,10.14052288,1965
9/17/1965,940.4165894,9.731050173,6.802791595,0,0.444902536,1.2223,10.18627451,1965
9/24/1965,1097.152688,9.735782623,6.945916176,940.4165894,0.729989493,1.1392,10.23202614,1965
10/1/1965,1191.194399,9.740079244,7.215513706,1097.152688,2.158091667,0.9432,10.27777778,1965
10/8/1965,1206.868017,9.884720802,7.526697159,1191.194399,1.273948913,1.1057,10.32352941,1965
10/15/1965,924.7430406,9.972214699,7.581921101,1206.868017,2.332220652,1.1508,10.36928105,1965
10/22/1965,1630.055535,10.19971085,7.865139484,924.7430406,0.903380797,0.9369,10.41503268,1965
10/29/1965,1982.709499,10.35919857,8.007868767,1630.055535,0.858030072,1.1141,10.46078431,1965
11/5/1965,2359.970541,10.53570175,7.982125282,1982.709499,1.631232246,1.0523,10.5,1965
11/12/1965,2674.069203,10.71894836,8.115959167,2359.970541,0.076839493,0.8147,10.5,1965
11/19/1965,2764.672824,10.68878714,8.031846046,2674.069203,0.367777536,0.7934,10.5,1965
11/26/1965,2723.695695,10.64157295,8.020344734,2764.672824,0.514342391,0.8452,10.5,1965
12/3/1965,1715.129729,10.55339686,8.044466019,2723.695695,0.018713768,0.8774,10.5,1965
12/10/1965,2026.077928,10.45743338,7.998925209,1715.129729,7.24638E-07,0.8972,10.5,1965
12/17/1965,1796.694768,10.32085196,7.972314835,2026.077928,0.000519565,0.7887,10.5,1965
12/24/1965,982.7384269,10.19365915,7.960633755,1796.694768,0.507480797,0.719,10.5,1965
12/31/1965,1511.370712,10.14825567,7.873828888,982.7384269,0.036079348,1.0387,10.5,1965
1/7/1966,1050.192989,9.994925499,7.859162331,1511.370712,0.912447101,0.8231,10.5,1966
1/14/1966,1050.192989,9.950797717,7.844183445,1050.192989,0.545684058,0.846,10.45731707,1966
1/21/1966,1050.72863,9.905514399,7.89593792,1050.192989,0.061991667,0.7747,10.41463415,1966
1/28/1966,1215.301564,9.863522212,7.811935902,1050.72863,0.827185145,0.6607,10.37195122,1966
2/4/1966,877.7222112,9.879302661,7.844662189,1215.301564,0.741375362,0.732,10.32926829,1966
2/11/1966,1317.011812,9.875384331,7.770638943,877.7222112,0.030036594,0.9974,10.28658537,1966
2/18/1966,1687.300882,9.764490445,7.735890388,1317.011812,0.040090942,0.9401,10.24292453,1966
2/25/1966,1097.152688,9.651630084,7.704349518,1687.300882,1.467838043,0.9328,10.19339623,1966
3/4/1966,1739.567498,9.707018852,7.766894341,1097.152688,0.013890217,1.0033,10.14386792,1966
3/11/1966,1742.139511,9.613641739,7.707856655,1739.567498,0.021193478,1.1523,10.09433962,1966
3/18/1966,713.4706868,9.53254509,7.679542065,1742.139511,0.382925,1.0525,10.04481132,1966
3/25/1966,1645.785855,9.517999967,7.640345573,713.4706868,0.010330072,1.37,9.995283019,1966
4/1/1966,698.7711229,9.354712168,7.642291546,1645.785855,0.405200725,1.0843,9.945754717,1966
4/8/1966,1419.441293,9.284810702,7.511745453,698.7711229,0.053436232,1.3087,9.896226415,1966
4/15/1966,706.292077,9.112336795,7.531700134,1419.441293,1.471414855,1.4162,9.846698113,1966
4/22/1966,1200.010756,9.100845337,7.530804634,706.292077,0.037563406,1.5382,9.797169811,1966
4/29/1966,698.7711229,8.937761307,7.491113663,1200.010756,0.135791304,1.4723,9.747641509,1966
5/6/1966,104.6109424,8.819626172,7.349013805,698.7711229,0.314081522,1.4409,9.698113208,1966
5/13/1966,372.7383669,8.725886345,7.09319973,104.6109424,1.054266667,1.1946,9.648584906,1966
5/20/1966,698.7711229,8.713676135,7.035512924,372.7383669,1.349242391,1.5839,9.599056604,1966
5/27/1966,689.541194,8.657177607,7.038969994,698.7711229,1.952467391,1.278,9.549528302,1966
6/3/1966,698.7711229,8.693246206,7.272940636,689.541194,1.034744928,1.1892,9.5,1966
6/10/1966,768.0069424,8.671644847,7.389915466,698.7711229,6.044592391,1.0159,9.545751634,1966
6/17/1966,932.579815,9.058862368,7.829734325,768.0069424,0.188986594,1.3202,9.591503268,1966
6/24/1966,1152.010414,8.911166509,7.708065033,932.579815,1.843678261,1.2365,9.637254902,1966
7/1/1966,786.8649236,8.914622943,7.783380985,1152.010414,5.211189493,1.1522,9.683006536,1966
7/8/1966,1155.899878,9.644330025,8.043527603,786.8649236,0.947843478,1.4317,9.72875817,1966
7/15/1966,1320.838762,10.11602751,7.915928841,1155.899878,1.400935145,1.2982,9.774509804,1966
7/22/1966,1956.059679,10.42237886,7.881189346,1320.838762,0.96980471,1.3681,9.820261438,1966
7/29/1966,2107.90608,10.56848017,7.918074131,1956.059679,1.543351812,1.1563,9.866013072,1966
8/5/1966,2387.125366,10.70066643,7.894704342,2107.90608,1.169132971,1.3857,9.911764706,1966
8/12/1966,2478.77902,10.72989591,7.891091347,2387.125366,0.719348551,1.2434,9.95751634,1966
8/19/1966,2560.552187,10.73241742,7.910865784,2478.77902,0.989306522,1.2215,10.00326797,1966
8/26/1966,2538.532902,10.7245245,7.86707592,2560.552187,1.406073188,1.286,10.04901961,1966
9/2/1966,2471.382072,10.68561808,7.895662308,2538.532902,0.54900471,1.3578,10.09477124,1966
9/9/1966,2409.437852,10.58284887,7.856541157,2471.382072,1.177341304,1.2463,10.14052288,1966
9/16/1966,1861.663803,10.49868997,7.884798527,2409.437852,2.797710507,1.0902,10.18627451,1966
9/23/1966,1965.151719,10.67028999,8.042943001,1861.663803,0.759444203,1.1704,10.23202614,1966
9/30/1966,2019.47957,10.59315872,7.990655422,1965.151719,0.766527899,1.1529,10.27777778,1966
10/7/1966,2565.776621,10.52915986,7.96065855,2019.47957,2.022204348,0.8843,10.32352941,1966
10/14/1966,2546.162122,10.63944499,8.10509491,2565.776621,1.028042029,1.0035,10.36928105,1966
10/21/1966,2625.155067,10.74276193,8.084802628,2546.162122,1.042737681,1.1167,10.41503268,1966
10/28/1966,2562.093163,10.79449018,8.128218651,2625.155067,0.686277536,0.99,10.46078431,1966
11/4/1966,2825.734676,10.86173693,8.113470078,2562.093163,0.00312971,1.0696,10.5,1966
11/11/1966,2835.048154,10.77404435,8.060456276,2825.734676,0.149235507,1.0688,10.5,1966
11/18/1966,2669.514754,10.63346386,8.043580055,2835.048154,0.071282971,1.0481,10.5,1966
11/25/1966,1843.153249,10.47240003,8.062249184,2669.514754,0.015008333,1.0902,10.5,1966
12/2/1966,2070.982822,10.34182326,8.010730743,1843.153249,0.010453261,0.9139,10.5,1966
12/9/1966,1067.688131,10.19444529,7.985383987,2070.982822,0.016076449,0.9414,10.5,1966
12/16/1966,308.387774,10.08852037,7.910261631,1067.688131,0.337289493,0.741,10.5,1966
12/23/1966,309.047774,10.03704929,7.711762905,308.387774,0.049647826,0.7395,10.5,1966
12/30/1966,1034.045,9.963936806,7.560600281,309.047774,0.017668841,0.9499,10.5,1966
1/6/1967,944.3350159,9.823907852,7.611013889,1034.045,0.120090217,0.798,10.5,1967
1/13/1967,899.1785733,9.717183113,7.60044241,944.3350159,0.002710507,0.7319,10.45731707,1967
1/20/1967,693.987528,9.612418811,7.573571205,899.1785733,0.620755435,0.7022,10.41463415,1967
1/27/1967,665.3566802,9.587871869,7.565145493,693.987528,0.500073188,0.7816,10.37195122,1967
2/3/1967,665.828148,9.532131195,7.555831909,665.3566802,0.005341667,0.8847,10.32926829,1967
2/10/1967,583.1387947,9.451809565,7.476031303,665.828148,0.628655072,0.7769,10.28658537,1967
2/17/1967,100.1087572,9.408160845,7.471693039,583.1387947,0.047886232,0.9373,10.24292453,1967
2/24/1967,242.4814647,9.3293794,7.266541004,100.1087572,1.885216667,1.033,10.19339623,1967
3/3/1967,540.3091563,9.343650182,7.17024231,242.4814647,1.068959058,0.9723,10.14386792,1967
3/10/1967,487.7462217,9.311088562,7.168213367,540.3091563,0.019142029,1.0749,10.09433962,1967
3/17/1967,1025.872289,9.210346858,7.108123302,487.7462217,0.000987681,1.1824,10.04481132,1967
3/24/1967,1017.562033,9.072877566,7.159864426,1025.872289,0.14655942,1.3987,9.995283019,1967
3/31/1967,731.1927646,8.935241699,7.169341564,1017.562033,0.191271014,1.1654,9.945754717,1967
4/7/1967,893.8855905,8.848076185,7.17726326,731.1927646,0,1.3815,9.896226415,1967
4/14/1967,608.5358659,8.715485891,7.135333061,893.8855905,0.000222101,1.5084,9.846698113,1967
4/21/1967,51.17403286,8.584454219,7.017800331,608.5358659,0.003746014,1.4318,9.797169811,1967
4/28/1967,103.1495019,8.470901807,6.771567345,51.17403286,0.004762319,1.5444,9.747641509,1967
5/5/1967,108.2038691,8.357989311,6.580162525,103.1495019,0.002228986,1.6256,9.698113208,1967
5/12/1967,125.7069136,8.247080485,6.417069912,108.2038691,0,1.7162,9.648584906,1967
5/19/1967,116.2805637,8.135647933,6.259744644,125.7069136,1.114784058,1.5868,9.599056604,1967
5/26/1967,70.34808854,8.115466595,6.168524265,116.2805637,0.433455435,1.4368,9.549528302,1967
6/2/1967,100.5183133,8.058824539,6.102921963,70.34808854,1.132798188,1.5782,9.5,1967
6/9/1967,169.2596892,8.014273008,6.058631897,100.5183133,2.603209783,1.257,9.545751634,1967
6/16/1967,828.0130357,8.112644037,5.998995304,169.2596892,7.591609058,1.0575,9.591503268,1967
6/23/1967,726.8636785,8.818106651,6.710994244,828.0130357,1.808309058,1.2854,9.637254902,1967
6/30/1967,722.8504562,8.878797213,7.084637165,726.8636785,1.921477899,1.3308,9.683006536,1967
7/7/1967,702.7843451,8.888291041,7.253894806,722.8504562,1.537781884,1.2925,9.72875817,1967
7/14/1967,671.3007301,9.004496892,7.282466412,702.7843451,0.657043116,1.4543,9.774509804,1967
7/21/1967,289.64832,8.964424769,7.209854603,671.3007301,1.526012319,1.408,9.820261438,1967
7/28/1967,156.7360982,9.189584096,7.049304962,289.64832,1.090444928,1.3749,9.866013072,1967
8/4/1967,1112.826306,9.254635175,6.90144968,156.7360982,1.354110507,1.3721,9.911764706,1967
8/11/1967,1159.847188,9.343780518,7.11160326,1112.826306,1.538189855,1.2371,9.95751634,1967
8/18/1967,924.7430406,9.460767746,7.345375061,1159.847188,1.181111594,1.2175,10.00326797,1967
8/25/1967,1238.215237,9.54569753,7.46901083,924.7430406,0.375931159,1.161,10.04901961,1967
9/1/1967,1426.298555,9.493162473,7.516904354,1238.215237,0.882453623,1.2175,10.09477124,1967
9/8/1967,1344.012097,9.513541222,7.549984932,1426.298555,1.568468478,1.333,10.14052288,1967
9/15/1967,865.966958,9.555377324,7.617443562,1344.012097,1.477062319,1.1124,10.18627451,1967
9/22/1967,948.2534161,9.614658038,7.608296394,865.966958,0.856265217,1.276,10.23202614,1967
9/29/1967,1011.458086,9.575340907,7.552783489,948.2534161,2.990461232,0.9654,10.27777778,1967
10/6/1967,1790.933603,9.723163923,7.796639919,1011.458086,2.231509783,0.9547,10.32352941,1967
10/13/1967,1159.847144,9.87031587,8.106785774,1790.933603,1.636047826,1.1146,10.36928105,1967
10/20/1967,1624.165842,10.07885106,8.043129921,1159.847144,0.594022826,1.1345,10.41503268,1967
10/27/1967,2221.226555,10.15077305,8.000717163,1624.165842,0.692812681,0.9403,10.46078431,1967
11/3/1967,2432.767727,10.22635492,7.992570877,2221.226555,0.058200362,1.0751,10.5,1967
11/10/1967,2296.68598,10.17472712,7.970932961,2432.767727,0.63485,1.0981,10.5,1967
11/17/1967,1726.43931,10.1589845,8.086230278,2296.68598,0.410413406,0.995,10.5,1967
11/24/1967,2123.789429,10.09208393,8.001266479,1726.43931,0.005693841,0.9141,10.5,1967
12/1/1967,1593.403753,9.951754252,7.958600998,2123.789429,0.049087319,0.8559,10.5,1967
12/8/1967,1791.819391,9.830976804,7.921572685,1593.403753,0.14200471,0.8777,10.5,1967
12/15/1967,832.6605557,9.696634293,7.881603718,1791.819391,0.816998188,0.6644,10.5,1967
12/22/1967,1015.845891,9.689315796,7.822872639,832.6605557,0.058501812,0.7846,10.5,1967
12/29/1967,1529.23696,9.600455602,7.737016678,1015.845891,0.749486594,0.9016,10.5,1967
1/5/1968,866.7781805,9.516402562,7.760571003,1529.23696,0.058397826,0.7729,10.5,1968
1/12/1968,1101.57623,9.441478411,7.660294533,866.7781805,0.921401812,0.8283,10.45731707,1968
1/19/1968,1287.400387,9.419984182,7.701975822,1101.57623,0.010923188,0.9016,10.41463415,1968
1/26/1968,937.7747759,9.300321897,7.698230267,1287.400387,0.195612319,0.8843,10.37195122,1968
2/2/1968,1011.125598,9.208138784,7.623672485,937.7747759,0.071463043,0.9171,10.32926829,1968
2/9/1968,777.3288246,9.100852648,7.56814909,1011.125598,0.941542029,0.8187,10.28658537,1968
2/16/1968,798.1002628,9.082870166,7.484808922,777.3288246,0.339925725,0.8985,10.24292453,1968
2/23/1968,369.3676015,8.995550474,7.407705784,798.1002628,1.236492754,0.9085,10.19339623,1968
3/1/1968,481.9192845,9.017272313,7.317363739,369.3676015,0.12769529,1.1182,10.14386792,1968
3/8/1968,717.420119,8.93290933,7.195253372,481.9192845,0.321260145,1.0868,10.09433962,1968
3/15/1968,745.393613,8.844981511,7.173718452,717.420119,0.605376812,1.1711,10.04481132,1968
3/22/1968,725.012013,8.784111659,7.185398102,745.393613,0.004551449,1.3179,9.995283019,1968
3/29/1968,764.373348,8.675348918,7.107338905,725.012013,0.008201449,1.4138,9.945754717,1968
4/5/1968,572.7128929,8.557388306,7.042116642,764.373348,0.221883696,1.3869,9.896226415,1968
4/12/1968,200.4768045,8.455457369,6.942093849,572.7128929,0.047603986,1.4819,9.846698113,1968
4/19/1968,51.19760375,8.354689598,6.755724907,200.4768045,0.001484783,1.4432,9.797169811,1968
4/26/1968,42.64109645,8.256076813,6.553534985,51.19760375,0.336544928,1.3778,9.747641509,1968
5/3/1968,62.06412894,8.19351387,6.406672955,42.64109645,0.535266304,1.532,9.698113208,1968
5/10/1968,73.9678084,8.142516295,6.321071148,62.06412894,3.535626449,1.1505,9.648584906,1968
5/17/1968,274.370994,8.466253281,6.66049242,73.9678084,0.802880435,1.4992,9.599056604,1968
5/24/1968,705.6706059,8.459487438,6.653171062,274.370994,3.130342029,1.2812,9.549528302,1968
5/31/1968,705.0790859,8.583061536,7.128012657,705.6706059,3.094415217,1.2235,9.5,1968
6/7/1968,945.2900632,8.729173342,7.45897007,705.0790859,4.674384783,1.0868,9.545751634,1968
6/14/1968,998.2408928,9.028947512,7.824628353,945.2900632,2.751264493,1.3028,9.591503268,1968
6/21/1968,909.9442206,9.468994776,8.044017792,998.2408928,1.63807971,1.2582,9.637254902,1968
6/28/1968,1014.969097,9.819115957,7.899398327,909.9442206,2.908061957,1.3778,9.683006536,1968
7/5/1968,1221.150886,10.29564826,7.987689018,1014.969097,3.816786594,1.2796,9.72875817,1968
7/12/1968,1617.363242,10.87817319,7.974673748,1221.150886,0.901880797,1.307,9.774509804,1968
7/19/1968,2892.940467,11.31301816,7.898909092,1617.363242,0.504420652,1.4007,9.820261438,1968
7/26/1968,3204.396677,11.42058945,7.862231255,2892.940467,0.359261594,1.3487,9.866013072,1968
8/2/1968,2881.454569,11.35675399,7.861999035,3204.396677,2.117473188,1.2415,9.911764706,1968
8/9/1968,2965.947438,11.38354238,8.082398415,2881.454569,0.729501449,1.3304,9.95751634,1968
8/16/1968,2956.868509,11.26168728,8.018884659,2965.947438,0.698848913,1.3274,10.00326797,1968
8/23/1968,2796.47094,11.13540077,7.957778931,2956.868509,1.305168841,1.2363,10.04901961,1968
8/30/1968,2806.09212,11.03853512,7.959976196,2796.47094,0.181202536,1.3173,10.09477124,1968
9/6/1968,2477.771421,10.84401258,7.920772552,2806.09212,0.742051812,1.457,10.14052288,1968
9/13/1968,2258.485195,10.65607897,7.941984177,2477.771421,1.643125725,1.2395,10.18627451,1968
9/20/1968,2020.028347,10.58314419,7.972957134,2258.485195,0.829135145,1.1622,10.23202614,1968
9/27/1968,1805.92866,10.48881149,8.019733429,2020.028347,1.443427536,0.939,10.27777778,1968
10/4/1968,2356.8087,10.51774089,8.111209869,1805.92866,0.686807609,1.1142,10.32352941,1968
10/11/1968,2391.120111,10.44027805,8.120341301,2356.8087,1.270693841,0.9259,10.36928105,1968
10/18/1968,2045.868268,10.47535292,8.160326958,2391.120111,3.477876087,0.8445,10.41503268,1968
10/25/1968,2327.871692,10.76692549,8.296845436,2045.868268,0.689359058,0.9505,10.46078431,1968
11/1/1968,2586.277166,10.83315849,8.193032265,2327.871692,0.221579348,1.0354,10.5,1968
11/8/1968,2729.61414,10.78730996,8.122050285,2586.277166,0.950269565,0.8998,10.5,1968
11/15/1968,2730.368764,10.76491801,8.116360664,2729.61414,0.460067391,0.9005,10.5,1968
11/22/1968,2773.753707,10.70755386,8.085540771,2730.368764,0.01565471,0.9654,10.5,1968
11/29/1968,2059.834516,10.5660998,8.050186157,2773.753707,0,0.944,10.5,1968
12/6/1968,792.6365394,10.44997438,7.97513628,2059.834516,0.00778913,0.8151,10.5,1968
12/13/1968,1337.149009,10.38031356,7.874305248,792.6365394,0.001569203,0.8898,10.5,1968
12/20/1968,1038.242738,10.26164659,7.879802704,1337.149009,0.001659058,0.7476,10.5,1968
12/27/1968,919.332622,10.1566925,7.821633816,1038.242738,0.10503587,1.078,10.5,1968
1/3/1969,751.8990612,10.01339022,7.727539539,919.332622,1.211871739,0.7017,10.5,1969
1/10/1969,863.7233269,10.01256116,7.768692017,751.8990612,0.747148913,0.7171,10.45731707,1969
1/17/1969,1112.948777,9.995597839,7.796748638,863.7233269,0.146085145,0.838,10.41463415,1969
1/24/1969,957.835141,9.904747327,7.827846527,1112.948777,0.109001812,0.8114,10.37195122,1969
1/31/1969,984.8082483,9.827612559,7.749669075,957.835141,0.000150725,0.9853,10.32926829,1969
2/7/1969,894.431233,9.717411041,7.698266506,984.8082483,0.042991304,0.8818,10.28658537,1969
2/14/1969,706.3249748,9.603741964,7.631849766,894.431233,1.678779348,0.8851,10.24292453,1969
2/21/1969,713.6719622,9.640295664,7.674736023,706.3249748,0,0.9371,10.19339623,1969
2/28/1969,982.7942564,9.534879367,7.542848587,713.6719622,0.104,0.8984,10.14386792,1969
3/7/1969,1356.565232,9.418454806,7.519800186,982.7942564,2.146797464,0.9311,10.09433962,1969
3/14/1969,1371.304512,9.435357094,7.600820065,1356.565232,0.127163406,1.0392,10.04481132,1969
3/21/1969,949.2938418,9.306758563,7.600718021,1371.304512,0.086021739,1.1795,9.995283019,1969
3/28/1969,698.7711229,9.195982615,7.49472189,949.2938418,0.478087681,1.1791,9.945754717,1969
4/4/1969,793.3757496,9.189792633,7.44040966,698.7711229,0.468369203,1.2297,9.896226415,1969
4/11/1969,958.1871986,9.15517807,7.465184212,793.3757496,0.138034058,1.1852,9.846698113,1969
4/18/1969,961.9065992,9.056135178,7.419397831,958.1871986,0.539477899,1.2925,9.797169811,1969
4/25/1969,861.0230421,8.99726359,7.399376392,961.9065992,2.437916667,1.4405,9.747641509,1969
5/2/1969,760.4150135,9.139416377,7.601464748,861.0230421,0.333978986,1.3233,9.698113208,1969
5/9/1969,705.1168691,9.01097393,7.473649025,760.4150135,1.583971377,1.5542,9.648584906,1969
5/16/1969,698.7711229,8.9606692,7.446965218,705.1168691,2.094951087,1.2473,9.599056604,1969
5/23/1969,698.7711229,9.062053363,7.473481655,698.7711229,0.396868116,1.3744,9.549528302,1969
5/30/1969,918.5809308,8.968352954,7.367508411,698.7711229,1.239121739,1.3096,9.5,1969
6/6/1969,861.099005,8.957312902,7.543553352,918.5809308,3.167131522,1.1896,9.545751634,1969
6/13/1969,835.8860556,9.239896456,8.077619553,861.099005,3.426877899,1.1664,9.591503268,1969
6/20/1969,979.2268839,9.613086383,8.02050209,835.8860556,3.358905072,1.3615,9.637254902,1969
6/27/1969,1425.378696,10.09271399,7.989668369,979.2268839,1.073791667,1.452,9.683006536,1969
7/4/1969,1607.795092,10.23004341,7.88620615,1425.378696,1.388276449,1.3975,9.72875817,1969
7/11/1969,1911.102874,10.36096954,7.822037697,1607.795092,0.632542391,1.5313,9.774509804,1969
7/18/1969,2239.426316,10.30376911,7.751735687,1911.102874,2.487440217,1.2634,9.820261438,1969
7/25/1969,2267.87398,10.43222173,7.881637096,2239.426316,0.937553623,1.4152,9.866013072,1969
8/1/1969,2007.95145,10.33209324,7.861963272,2267.87398,1.373707246,1.1751,9.911764706,1969
8/8/1969,2130.271409,10.34332848,7.915058613,2007.95145,0.965515942,1.3818,9.95751634,1969
8/15/1969,1910.087758,10.27048969,7.941678524,2130.271409,1.805815942,1.2072,10.00326797,1969
8/22/1969,2020.388272,10.29123179,7.96791029,1910.087758,1.098513768,1.427,10.04901961,1969
8/29/1969,2027.491363,10.26649062,7.926564693,2020.388272,0.874448188,1.2897,10.09477124,1969
9/5/1969,2126.660508,10.23202578,7.897885323,2027.491363,0.886943478,1.2284,10.14052288,1969
9/12/1969,1770.583023,10.19855754,7.864905834,2126.660508,2.466705072,1.1363,10.18627451,1969
9/19/1969,1880.457042,10.32224464,7.983830452,1770.583023,1.454258696,1.1281,10.23202614,1969
9/26/1969,1699.665432,10.3531154,7.984405518,1880.457042,1.231473913,1.0108,10.27777778,1969
10/3/1969,2623.185908,10.39609051,7.951885223,1699.665432,1.14986087,1.0436,10.32352941,1969
10/10/1969,1890.534244,10.41388289,8.058394432,2623.185908,0.043994203,1.2405,10.36928105,1969
10/17/1969,1404.059197,10.37419573,8.002918243,1890.534244,1.738628261,1.0584,10.41503268,1969
10/24/1969,1997.435829,10.47646777,8.055620193,1404.059197,3.282322464,0.7468,10.46078431,1969
10/31/1969,2704.449002,10.79281743,8.199776649,1997.435829,7.252652899,0.7494,10.5,1969
11/7/1969,3598.717863,11.68840281,8.275055885,2704.449002,0.20859058,0.9516,10.5,1969
11/14/1969,3851.25913,11.75358359,8.198339462,3598.717863,0.555409783,0.8236,10.5,1969
11/21/1969,3798.412745,11.70394675,8.169735909,3851.25913,0.041963043,0.8924,10.5,1969
11/28/1969,3294.514101,11.58570766,8.150766373,3798.412745,0.916549638,0.7236,10.5,1969
12/5/1969,2394.861996,11.59872754,8.164796829,3294.514101,0.074304348,0.7782,10.5,1969
12/12/1969,2368.135411,11.51385975,8.129107475,2394.861996,0.75192029,0.636,10.5,1969
12/19/1969,2361.345911,11.49503549,8.133628845,2368.135411,0.01365,0.7692,10.5,1969
12/26/1969,2285.864757,11.37281068,8.106426239,2361.345911,0.014731159,0.929,10.5,1969
1/2/1970,2177.070588,11.20426559,8.090510368,2285.864757,0.685605435,0.6024,10.5,1970
1/9/1970,2117.838172,11.1256326,8.121086121,2177.070588,0.18834529,0.7336,10.45731707,1970
1/16/1970,2059.119039,10.98934682,8.093571663,2117.838172,1.58202971,0.7264,10.41463415,1970
1/23/1970,2050.333022,11.04212443,8.124489784,2059.119039,0.085580072,0.7622,10.37195122,1970
1/30/1970,1684.835377,10.91574256,8.091005325,2050.333022,1.091468116,0.9462,10.32926829,1970
2/6/1970,1642.578914,10.85313797,8.021397591,1684.835377,0.164978986,0.8953,10.28658537,1970
2/13/1970,1642.562964,10.75288995,7.932102203,1642.578914,0.648855072,0.906,10.24292453,1970
2/20/1970,1657.685963,10.71610514,7.947167397,1642.562964,0.031561594,1.0251,10.19339623,1970
2/27/1970,1689.960038,10.61323961,7.901610851,1657.685963,0.188222826,1.0533,10.14386792,1970
3/6/1970,1509.954461,10.48620415,7.888610363,1689.960038,4.796938406,0.9172,10.09433962,1970
3/13/1970,1734.03306,10.79918353,7.942052841,1509.954461,1.125048551,1.1285,10.04481132,1970
3/20/1970,1881.728271,10.99996058,7.898451805,1734.03306,1.703769203,1.225,9.995283019,1970
3/27/1970,1963.927077,11.18980885,7.885078907,1881.728271,0.870871739,1.2331,9.945754717,1970
4/3/1970,2051.001639,11.29955006,7.880142212,1963.927077,0.097041304,1.4271,9.896226415,1970
4/10/1970,2104.760544,11.33572992,7.886149406,2051.001639,0.002428623,1.3374,9.846698113,1970
4/17/1970,2096.463651,11.28551801,7.873587132,2104.760544,0,1.5213,9.797169811,1970
4/24/1970,2013.551545,11.12918409,7.8548522,2096.463651,0.000399275,1.4925,9.747641509,1970
5/1/1970,1883.37242,10.91944377,7.842381954,2013.551545,0.016067029,1.6381,9.698113208,1970
