index	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
Strcuture	Vero	Okee	Stuart	CPoint	MHaven	LaBell	WPBIA	BGlade	DevGar	FtMyer	Naples	FTL	EverGl	MIA	TTrail	Homest	Flamin
1/2/1975	0.00	0.12	0.12	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.11	0.12	0.12	0.12	0.12	0.12	0.13
1/3/1975	0.00	0.13	0.13	0.12	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.13	0.14	0.13	0.14	0.15
1/4/1975	0.00	0.11	0.11	0.11	0.11	0.11	0.13	0.11	0.11	0.11	0.11	0.12	0.13	0.13	0.13	0.13	0.14
1/5/1975	0.00	0.09	0.10	0.09	0.09	0.09	0.11	0.10	0.09	0.09	0.09	0.10	0.10	0.11	0.10	0.11	0.11
1/6/1975	0.00	0.09	0.09	0.09	0.09	0.09	0.10	0.09	0.09	0.08	0.08	0.09	0.10	0.10	0.10	0.10	0.11
1/7/1975	0.00	0.10	0.10	0.10	0.10	0.11	0.11	0.10	0.10	0.10	0.10	0.11	0.12	0.11	0.12	0.12	0.13
1/8/1975	0.00	0.12	0.11	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/9/1975	0.00	0.11	0.12	0.11	0.11	0.11	0.12	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.13	0.13
1/10/1975	0.00	0.12	0.13	0.12	0.13	0.13	0.14	0.13	0.13	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/11/1975	0.00	0.15	0.15	0.14	0.15	0.15	0.16	0.15	0.15	0.15	0.14	0.15	0.15	0.15	0.15	0.15	0.16
1/12/1975	0.00	0.13	0.13	0.13	0.13	0.12	0.14	0.13	0.13	0.11	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/13/1975	0.00	0.12	0.12	0.12	0.12	0.12	0.13	0.12	0.12	0.11	0.11	0.12	0.12	0.13	0.12	0.13	0.13
1/14/1975	0.00	0.13	0.13	0.12	0.13	0.13	0.13	0.13	0.13	0.12	0.13	0.13	0.15	0.14	0.14	0.14	0.14
1/15/1975	0.00	0.11	0.11	0.11	0.11	0.11	0.12	0.11	0.11	0.11	0.12	0.12	0.13	0.13	0.13	0.13	0.13
1/16/1975	0.00	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.14	0.14
1/17/1975	0.00	0.13	0.13	0.12	0.13	0.13	0.14	0.13	0.13	0.13	0.13	0.13	0.14	0.13	0.13	0.14	0.14
1/18/1975	0.00	0.12	0.12	0.12	0.12	0.13	0.13	0.12	0.12	0.12	0.13	0.12	0.13	0.13	0.13	0.13	0.14
1/19/1975	0.00	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.11	0.11	0.12
1/20/1975	0.00	0.13	0.13	0.12	0.13	0.13	0.14	0.13	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/21/1975	0.00	0.12	0.13	0.12	0.12	0.12	0.13	0.12	0.12	0.11	0.11	0.12	0.12	0.13	0.13	0.13	0.13
1/22/1975	0.00	0.12	0.12	0.12	0.12	0.13	0.13	0.12	0.12	0.13	0.13	0.13	0.14	0.13	0.13	0.13	0.14
1/23/1975	0.00	0.12	0.12	0.12	0.13	0.13	0.14	0.13	0.13	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.15
1/24/1975	0.00	0.12	0.12	0.12	0.13	0.13	0.14	0.13	0.13	0.12	0.12	0.14	0.13	0.14	0.13	0.14	0.15
1/25/1975	0.00	0.15	0.15	0.14	0.15	0.15	0.16	0.15	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.16
1/26/1975	0.00	0.13	0.13	0.13	0.13	0.12	0.14	0.13	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/27/1975	0.00	0.11	0.12	0.11	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.13	0.12	0.12	0.13	0.14
1/28/1975	0.00	0.14	0.14	0.14	0.14	0.15	0.15	0.14	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.16	0.17
1/29/1975	0.00	0.15	0.15	0.15	0.15	0.16	0.16	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.17
1/30/1975	0.00	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.15	0.15
1/31/1975	0.00	0.15	0.15	0.15	0.15	0.15	0.16	0.15	0.15	0.15	0.14	0.15	0.16	0.16	0.16	0.16	0.17
2/1/1975	0.00	0.14	0.14	0.14	0.15	0.15	0.16	0.15	0.15	0.15	0.15	0.16	0.17	0.17	0.17	0.17	0.18
2/2/1975	0.00	0.13	0.13	0.14	0.14	0.15	0.15	0.15	0.15	0.14	0.14	0.15	0.16	0.16	0.16	0.17	0.17
2/3/1975	0.00	0.13	0.12	0.13	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.16	0.15	0.15	0.15	0.16
2/4/1975	0.00	0.14	0.13	0.13	0.14	0.15	0.14	0.13	0.14	0.14	0.14	0.13	0.15	0.14	0.14	0.14	0.15
2/5/1975	0.00	0.14	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.13	0.13	0.14	0.15	0.15	0.15	0.15	0.15
2/6/1975	0.00	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.12	0.11	0.12	0.12	0.12
2/7/1975	0.00	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.09	0.09	0.10	0.11	0.11	0.11	0.12	0.12
2/8/1975	0.00	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13
2/9/1975	0.00	0.11	0.10	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12
2/10/1975	0.00	0.10	0.10	0.10	0.10	0.11	0.11	0.10	0.11	0.11	0.11	0.10	0.12	0.11	0.11	0.11	0.12
2/11/1975	0.00	0.12	0.11	0.11	0.12	0.13	0.12	0.12	0.12	0.12	0.11	0.12	0.13	0.12	0.13	0.13	0.13
2/12/1975	0.00	0.14	0.13	0.13	0.14	0.15	0.14	0.14	0.14	0.14	0.13	0.13	0.15	0.14	0.14	0.14	0.15
2/13/1975	0.00	0.17	0.17	0.16	0.16	0.16	0.18	0.16	0.16	0.15	0.14	0.16	0.16	0.16	0.16	0.16	0.16
2/14/1975	0.00	0.16	0.15	0.15	0.16	0.16	0.17	0.15	0.15	0.15	0.15	0.15	0.17	0.16	0.16	0.16	0.17
2/15/1975	0.00	0.15	0.15	0.15	0.15	0.15	0.17	0.15	0.15	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.16
2/16/1975	0.00	0.16	0.16	0.16	0.16	0.16	0.18	0.16	0.16	0.15	0.14	0.16	0.16	0.16	0.16	0.17	0.17
2/17/1975	0.00	0.17	0.16	0.16	0.17	0.17	0.18	0.17	0.17	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.18
2/18/1975	0.00	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.18	0.17	0.16	0.18	0.18	0.18	0.18	0.18	0.19
2/19/1975	0.00	0.18	0.18	0.17	0.18	0.18	0.19	0.18	0.18	0.17	0.16	0.18	0.18	0.18	0.18	0.18	0.18
2/20/1975	0.00	0.17	0.17	0.16	0.17	0.16	0.18	0.17	0.17	0.15	0.15	0.17	0.17	0.18	0.18	0.18	0.17
2/21/1975	0.00	0.12	0.12	0.12	0.13	0.13	0.14	0.13	0.13	0.12	0.12	0.14	0.15	0.15	0.15	0.16	0.16
2/22/1975	0.00	0.14	0.14	0.14	0.15	0.15	0.16	0.15	0.15	0.14	0.14	0.15	0.16	0.16	0.17	0.17	0.17
2/23/1975	0.00	0.20	0.19	0.19	0.20	0.21	0.21	0.20	0.20	0.19	0.19	0.20	0.21	0.21	0.21	0.21	0.21
2/24/1975	0.00	0.19	0.19	0.18	0.19	0.18	0.20	0.19	0.18	0.16	0.16	0.18	0.18	0.19	0.18	0.18	0.18
2/25/1975	0.00	0.13	0.13	0.13	0.14	0.14	0.14	0.13	0.14	0.14	0.13	0.13	0.15	0.14	0.14	0.14	0.14
2/26/1975	0.00	0.15	0.15	0.15	0.16	0.16	0.17	0.16	0.16	0.16	0.16	0.17	0.18	0.17	0.17	0.17	0.18
2/27/1975	0.00	0.14	0.14	0.14	0.15	0.16	0.16	0.15	0.16	0.15	0.15	0.16	0.17	0.16	0.17	0.17	0.18
2/28/1975	0.00	0.12	0.12	0.12	0.13	0.14	0.14	0.13	0.13	0.13	0.13	0.14	0.15	0.15	0.15	0.15	0.16
3/1/1975	0.00	0.16	0.16	0.15	0.15	0.15	0.16	0.15	0.14	0.13	0.12	0.14	0.14	0.14	0.13	0.13	0.13
3/2/1975	0.00	0.17	0.16	0.16	0.17	0.17	0.18	0.16	0.16	0.16	0.14	0.16	0.16	0.16	0.16	0.16	0.16
3/3/1975	0.00	0.21	0.20	0.21	0.21	0.21	0.22	0.21	0.21	0.20	0.19	0.21	0.23	0.23	0.23	0.23	0.22
3/4/1975	0.00	0.14	0.14	0.14	0.15	0.15	0.15	0.14	0.15	0.14	0.14	0.15	0.17	0.16	0.17	0.17	0.18
3/5/1975	0.00	0.12	0.11	0.12	0.12	0.13	0.12	0.12	0.13	0.13	0.13	0.13	0.15	0.14	0.14	0.15	0.15
3/6/1975	0.00	0.14	0.13	0.14	0.15	0.15	0.15	0.14	0.15	0.15	0.14	0.15	0.17	0.15	0.16	0.16	0.16
3/7/1975	0.00	0.13	0.13	0.13	0.14	0.14	0.14	0.13	0.14	0.14	0.13	0.13	0.15	0.14	0.14	0.14	0.15
3/8/1975	0.00	0.17	0.16	0.15	0.16	0.16	0.16	0.15	0.15	0.15	0.14	0.15	0.15	0.15	0.15	0.15	0.15
3/9/1975	0.00	0.21	0.19	0.19	0.20	0.21	0.21	0.20	0.20	0.19	0.18	0.19	0.21	0.20	0.20	0.19	0.19
3/10/1975	0.00	0.18	0.18	0.18	0.18	0.19	0.19	0.18	0.18	0.17	0.17	0.18	0.19	0.19	0.19	0.19	0.19
3/11/1975	0.00	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.18	0.17	0.16	0.18	0.19	0.19	0.19	0.19	0.19
3/12/1975	0.00	0.21	0.19	0.20	0.21	0.22	0.21	0.21	0.21	0.20	0.19	0.20	0.22	0.21	0.22	0.21	0.21
3/13/1975	0.00	0.22	0.20	0.21	0.22	0.22	0.22	0.22	0.22	0.21	0.19	0.19	0.21	0.20	0.20	0.20	0.20
3/14/1975	0.00	0.21	0.20	0.20	0.21	0.21	0.22	0.21	0.21	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
3/15/1975	0.00	0.17	0.16	0.16	0.17	0.17	0.18	0.17	0.16	0.16	0.15	0.17	0.17	0.18	0.18	0.18	0.18
3/16/1975	0.00	0.19	0.18	0.18	0.19	0.19	0.20	0.19	0.19	0.18	0.17	0.19	0.20	0.20	0.20	0.20	0.20
3/17/1975	0.00	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.18	0.17	0.16	0.18	0.19	0.19	0.19	0.19	0.19
3/18/1975	0.00	0.16	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.15	0.15	0.16	0.17	0.17	0.17	0.18	0.18
3/19/1975	0.00	0.17	0.16	0.16	0.17	0.18	0.17	0.17	0.17	0.17	0.16	0.16	0.18	0.18	0.18	0.18	0.18
3/20/1975	0.00	0.19	0.18	0.18	0.18	0.19	0.19	0.18	0.18	0.18	0.17	0.17	0.19	0.18	0.18	0.18	0.18
3/21/1975	0.00	0.16	0.15	0.15	0.16	0.16	0.16	0.15	0.15	0.15	0.15	0.15	0.16	0.15	0.15	0.16	0.16
3/22/1975	0.00	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.18	0.17	0.17	0.17	0.19	0.18	0.18	0.18	0.19
3/23/1975	0.00	0.19	0.18	0.18	0.19	0.20	0.20	0.19	0.20	0.19	0.18	0.19	0.20	0.20	0.20	0.20	0.20
3/24/1975	0.00	0.22	0.20	0.21	0.23	0.23	0.22	0.22	0.23	0.22	0.20	0.21	0.23	0.22	0.23	0.22	0.22
3/25/1975	0.00	0.21	0.20	0.21	0.21	0.21	0.22	0.21	0.21	0.20	0.19	0.21	0.22	0.22	0.22	0.22	0.22
3/26/1975	0.00	0.17	0.16	0.17	0.18	0.19	0.18	0.17	0.18	0.18	0.17	0.17	0.19	0.18	0.18	0.18	0.19
3/27/1975	0.00	0.22	0.21	0.22	0.22	0.23	0.24	0.23	0.23	0.22	0.21	0.22	0.24	0.23	0.24	0.24	0.24
3/28/1975	0.00	0.20	0.19	0.19	0.20	0.20	0.21	0.20	0.20	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.22
3/29/1975	0.00	0.20	0.19	0.20	0.21	0.21	0.22	0.21	0.21	0.20	0.19	0.21	0.22	0.22	0.22	0.22	0.21
3/30/1975	0.00	0.23	0.22	0.22	0.23	0.23	0.24	0.23	0.23	0.21	0.20	0.22	0.24	0.23	0.23	0.23	0.23
3/31/1975	0.00	0.21	0.20	0.20	0.20	0.20	0.22	0.20	0.20	0.18	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/1/1975	0.00	0.21	0.20	0.20	0.21	0.21	0.21	0.21	0.21	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/2/1975	0.00	0.20	0.19	0.20	0.21	0.21	0.21	0.20	0.21	0.20	0.19	0.20	0.21	0.21	0.21	0.21	0.21
4/3/1975	0.00	0.23	0.21	0.21	0.22	0.22	0.22	0.21	0.21	0.21	0.19	0.20	0.22	0.21	0.21	0.21	0.21
4/4/1975	0.00	0.25	0.23	0.23	0.24	0.25	0.25	0.24	0.24	0.23	0.22	0.23	0.25	0.24	0.24	0.24	0.24
4/5/1975	0.00	0.22	0.20	0.20	0.22	0.22	0.22	0.21	0.21	0.21	0.20	0.21	0.23	0.21	0.22	0.22	0.23
4/6/1975	0.00	0.22	0.21	0.21	0.22	0.23	0.22	0.21	0.21	0.22	0.20	0.20	0.22	0.20	0.20	0.20	0.21
4/7/1975	0.00	0.23	0.21	0.21	0.22	0.23	0.22	0.21	0.22	0.22	0.20	0.20	0.22	0.21	0.21	0.21	0.22
4/8/1975	0.00	0.21	0.19	0.20	0.21	0.22	0.22	0.21	0.21	0.21	0.19	0.20	0.22	0.21	0.21	0.21	0.21
4/9/1975	0.00	0.21	0.20	0.20	0.21	0.21	0.22	0.21	0.21	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/10/1975	0.00	0.21	0.20	0.20	0.21	0.22	0.21	0.21	0.21	0.20	0.19	0.20	0.22	0.21	0.21	0.21	0.21
4/11/1975	0.00	0.23	0.21	0.21	0.22	0.23	0.23	0.22	0.22	0.21	0.19	0.21	0.22	0.22	0.22	0.22	0.21
4/12/1975	0.00	0.15	0.14	0.15	0.15	0.15	0.15	0.15	0.15	0.14	0.14	0.16	0.16	0.17	0.17	0.17	0.17
4/13/1975	0.00	0.17	0.17	0.17	0.17	0.18	0.18	0.17	0.17	0.17	0.16	0.17	0.18	0.18	0.18	0.18	0.19
4/14/1975	0.00	0.19	0.18	0.19	0.19	0.20	0.20	0.19	0.19	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/15/1975	0.00	0.19	0.18	0.19	0.19	0.19	0.20	0.19	0.19	0.18	0.17	0.20	0.21	0.21	0.21	0.21	0.21
4/16/1975	0.00	0.19	0.19	0.19	0.20	0.20	0.21	0.20	0.20	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/17/1975	0.00	0.22	0.21	0.21	0.22	0.22	0.22	0.21	0.21	0.21	0.20	0.21	0.23	0.22	0.22	0.22	0.22
4/18/1975	0.00	0.22	0.21	0.21	0.22	0.23	0.22	0.22	0.22	0.22	0.20	0.21	0.23	0.22	0.22	0.22	0.22
4/19/1975	0.00	0.24	0.22	0.22	0.24	0.25	0.24	0.23	0.24	0.23	0.21	0.22	0.24	0.23	0.24	0.23	0.23
4/20/1975	0.00	0.22	0.21	0.21	0.21	0.21	0.22	0.21	0.21	0.19	0.19	0.21	0.21	0.21	0.21	0.21	0.22
4/21/1975	0.00	0.18	0.17	0.18	0.19	0.19	0.19	0.18	0.19	0.18	0.18	0.18	0.20	0.20	0.20	0.20	0.21
4/22/1975	0.00	0.21	0.19	0.20	0.21	0.21	0.21	0.20	0.21	0.20	0.19	0.19	0.21	0.20	0.20	0.21	0.21
4/23/1975	0.00	0.23	0.21	0.22	0.23	0.24	0.22	0.22	0.23	0.23	0.21	0.20	0.23	0.21	0.21	0.21	0.21
4/24/1975	0.00	0.23	0.21	0.22	0.23	0.24	0.23	0.23	0.23	0.23	0.21	0.22	0.24	0.23	0.23	0.23	0.23
4/25/1975	0.00	0.23	0.21	0.22	0.23	0.24	0.23	0.22	0.23	0.23	0.21	0.21	0.23	0.21	0.22	0.22	0.22
4/26/1975	0.00	0.22	0.21	0.21	0.22	0.23	0.23	0.22	0.22	0.22	0.21	0.22	0.24	0.23	0.23	0.23	0.23
4/27/1975	0.00	0.22	0.21	0.22	0.23	0.24	0.23	0.23	0.23	0.23	0.22	0.22	0.25	0.24	0.24	0.24	0.25
4/28/1975	0.00	0.24	0.22	0.23	0.24	0.25	0.24	0.24	0.24	0.24	0.22	0.23	0.26	0.25	0.25	0.25	0.25
4/29/1975	0.00	0.25	0.23	0.24	0.25	0.25	0.25	0.24	0.25	0.23	0.22	0.24	0.25	0.25	0.25	0.24	0.24
4/30/1975	0.00	0.27	0.25	0.25	0.26	0.27	0.27	0.26	0.26	0.25	0.23	0.25	0.27	0.26	0.27	0.26	0.26
5/1/1975	0.00	0.25	0.23	0.24	0.25	0.25	0.25	0.24	0.24	0.24	0.22	0.23	0.25	0.24	0.24	0.24	0.24
5/2/1975	0.00	0.23	0.22	0.22	0.23	0.23	0.23	0.22	0.22	0.22	0.21	0.22	0.23	0.23	0.23	0.23	0.24
5/3/1975	0.00	0.23	0.21	0.22	0.23	0.23	0.23	0.22	0.22	0.22	0.21	0.22	0.23	0.23	0.23	0.23	0.24
5/4/1975	0.00	0.25	0.23	0.24	0.25	0.25	0.25	0.24	0.25	0.24	0.23	0.24	0.26	0.25	0.25	0.25	0.25
5/5/1975	0.00	0.26	0.24	0.24	0.25	0.25	0.25	0.24	0.24	0.24	0.22	0.24	0.25	0.24	0.24	0.24	0.24
5/6/1975	0.00	0.22	0.20	0.20	0.22	0.23	0.21	0.20	0.21	0.22	0.21	0.20	0.23	0.21	0.22	0.22	0.23
5/7/1975	0.00	0.24	0.22	0.22	0.23	0.24	0.24	0.23	0.23	0.23	0.22	0.22	0.24	0.23	0.23	0.23	0.24
5/8/1975	0.00	0.23	0.22	0.22	0.23	0.24	0.23	0.22	0.23	0.22	0.21	0.21	0.23	0.22	0.22	0.22	0.23
5/9/1975	0.00	0.22	0.21	0.21	0.22	0.23	0.22	0.22	0.22	0.22	0.21	0.21	0.23	0.22	0.22	0.22	0.23
5/10/1975	0.00	0.19	0.18	0.18	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.19	0.20	0.20	0.20	0.20	0.21
5/11/1975	0.00	0.18	0.18	0.18	0.19	0.19	0.19	0.18	0.19	0.19	0.18	0.19	0.20	0.20	0.19	0.20	0.20
5/12/1975	0.00	0.20	0.19	0.19	0.20	0.21	0.20	0.19	0.20	0.21	0.20	0.19	0.21	0.20	0.20	0.20	0.21
5/13/1975	0.00	0.20	0.19	0.19	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.20	0.21	0.21	0.21	0.21	0.22
5/14/1975	0.00	0.18	0.17	0.18	0.18	0.19	0.18	0.18	0.18	0.19	0.19	0.18	0.20	0.19	0.19	0.19	0.20
5/15/1975	0.00	0.23	0.21	0.22	0.23	0.24	0.23	0.23	0.23	0.23	0.21	0.22	0.24	0.23	0.23	0.23	0.23
5/16/1975	0.00	0.24	0.22	0.23	0.24	0.24	0.23	0.23	0.23	0.23	0.21	0.22	0.23	0.23	0.23	0.23	0.23
5/17/1975	0.00	0.20	0.19	0.19	0.20	0.20	0.19	0.19	0.19	0.19	0.18	0.18	0.19	0.18	0.18	0.18	0.18
5/18/1975	0.00	0.17	0.16	0.16	0.17	0.18	0.16	0.16	0.17	0.18	0.17	0.16	0.18	0.17	0.17	0.17	0.18
5/19/1975	0.00	0.20	0.19	0.19	0.20	0.21	0.19	0.19	0.20	0.21	0.19	0.18	0.20	0.19	0.19	0.19	0.20
5/20/1975	0.00	0.23	0.21	0.21	0.23	0.23	0.22	0.22	0.22	0.23	0.21	0.21	0.23	0.21	0.22	0.22	0.23
5/21/1975	0.00	0.24	0.22	0.23	0.24	0.24	0.24	0.23	0.23	0.23	0.22	0.22	0.24	0.23	0.23	0.23	0.24
5/22/1975	0.00	0.23	0.22	0.22	0.23	0.23	0.23	0.22	0.23	0.22	0.21	0.22	0.23	0.23	0.23	0.23	0.23
5/23/1975	0.00	0.24	0.22	0.22	0.23	0.23	0.23	0.22	0.22	0.22	0.21	0.22	0.22	0.22	0.22	0.22	0.22
5/24/1975	0.00	0.25	0.23	0.22	0.24	0.24	0.23	0.22	0.23	0.23	0.21	0.21	0.22	0.21	0.21	0.21	0.21
5/25/1975	0.00	0.25	0.23	0.23	0.24	0.24	0.23	0.22	0.23	0.23	0.21	0.20	0.22	0.21	0.20	0.20	0.20
5/26/1975	0.00	0.26	0.24	0.24	0.25	0.25	0.25	0.24	0.24	0.24	0.22	0.22	0.24	0.23	0.22	0.22	0.22
5/27/1975	0.00	0.25	0.23	0.23	0.24	0.24	0.24	0.23	0.24	0.23	0.22	0.22	0.23	0.23	0.22	0.23	0.22
5/28/1975	0.00	0.23	0.22	0.21	0.22	0.22	0.22	0.21	0.21	0.21	0.20	0.20	0.20	0.20	0.20	0.20	0.20
5/29/1975	0.00	0.19	0.18	0.18	0.18	0.19	0.18	0.18	0.18	0.19	0.18	0.18	0.19	0.18	0.18	0.18	0.19
5/30/1975	0.00	0.18	0.17	0.17	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.19	0.18	0.18	0.19	0.19
5/31/1975	0.00	0.20	0.19	0.20	0.20	0.21	0.20	0.20	0.20	0.20	0.20	0.20	0.22	0.21	0.22	0.22	0.22
6/1/1975	0.00	0.22	0.22	0.22	0.22	0.23	0.22	0.22	0.22	0.22	0.22	0.22	0.23	0.23	0.22	0.23	0.23
6/2/1975	0.00	0.22	0.22	0.21	0.22	0.22	0.22	0.21	0.21	0.22	0.22	0.22	0.22	0.22	0.22	0.23	0.23
6/3/1975	0.00	0.20	0.20	0.20	0.20	0.20	0.21	0.20	0.20	0.21	0.21	0.21	0.21	0.22	0.21	0.22	0.23
6/4/1975	0.00	0.19	0.19	0.18	0.19	0.19	0.19	0.18	0.18	0.19	0.20	0.19	0.20	0.20	0.19	0.20	0.21
6/5/1975	0.00	0.21	0.21	0.20	0.21	0.22	0.21	0.20	0.21	0.22	0.22	0.20	0.21	0.21	0.20	0.21	0.22
6/6/1975	0.00	0.25	0.24	0.23	0.23	0.24	0.24	0.23	0.23	0.24	0.23	0.23	0.24	0.23	0.23	0.23	0.24
6/7/1975	0.00	0.27	0.25	0.25	0.26	0.26	0.26	0.25	0.25	0.26	0.25	0.25	0.25	0.25	0.24	0.25	0.26
6/8/1975	0.00	0.25	0.24	0.25	0.25	0.25	0.26	0.25	0.25	0.25	0.24	0.25	0.26	0.26	0.25	0.26	0.27
6/9/1975	0.00	0.24	0.23	0.23	0.24	0.24	0.24	0.23	0.23	0.24	0.24	0.24	0.25	0.25	0.24	0.25	0.25
6/10/1975	0.00	0.24	0.23	0.23	0.24	0.24	0.24	0.24	0.23	0.24	0.24	0.24	0.25	0.25	0.24	0.25	0.26
6/11/1975	0.00	0.24	0.23	0.24	0.24	0.25	0.24	0.24	0.24	0.25	0.25	0.25	0.27	0.26	0.26	0.27	0.27
6/12/1975	0.00	0.25	0.23	0.24	0.25	0.26	0.25	0.24	0.25	0.26	0.25	0.25	0.26	0.26	0.26	0.27	0.27
6/13/1975	0.00	0.26	0.24	0.24	0.24	0.25	0.25	0.24	0.24	0.24	0.24	0.24	0.25	0.25	0.24	0.26	0.26
6/14/1975	0.00	0.23	0.22	0.22	0.22	0.23	0.23	0.22	0.22	0.23	0.23	0.23	0.24	0.24	0.24	0.25	0.26
6/15/1975	0.00	0.26	0.25	0.25	0.25	0.25	0.27	0.25	0.25	0.25	0.25	0.26	0.26	0.26	0.25	0.26	0.27
6/16/1975	0.00	0.24	0.23	0.24	0.24	0.24	0.24	0.24	0.23	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.25
6/17/1975	0.00	0.23	0.23	0.23	0.23	0.24	0.23	0.23	0.23	0.23	0.23	0.23	0.24	0.24	0.23	0.24	0.24
6/18/1975	0.00	0.20	0.20	0.19	0.20	0.21	0.20	0.19	0.19	0.21	0.20	0.19	0.19	0.19	0.18	0.19	0.20
6/19/1975	0.00	0.23	0.22	0.21	0.22	0.23	0.21	0.21	0.21	0.23	0.21	0.20	0.20	0.19	0.18	0.19	0.19
6/20/1975	0.00	0.20	0.20	0.19	0.20	0.20	0.19	0.19	0.19	0.20	0.19	0.19	0.18	0.18	0.17	0.18	0.19
6/21/1975	0.00	0.18	0.18	0.17	0.17	0.18	0.18	0.17	0.17	0.18	0.18	0.18	0.18	0.18	0.17	0.18	0.19
6/22/1975	0.00	0.16	0.17	0.16	0.15	0.16	0.16	0.16	0.15	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.19
6/23/1975	0.00	0.15	0.16	0.15	0.15	0.15	0.15	0.15	0.14	0.15	0.16	0.17	0.16	0.17	0.16	0.18	0.18
6/24/1975	0.00	0.17	0.18	0.17	0.16	0.16	0.17	0.17	0.16	0.17	0.18	0.18	0.17	0.18	0.18	0.19	0.19
6/25/1975	0.00	0.18	0.18	0.17	0.17	0.17	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.19	0.18	0.19	0.20
6/26/1975	0.00	0.17	0.17	0.17	0.17	0.17	0.17	0.16	0.17	0.18	0.19	0.18	0.18	0.18	0.18	0.19	0.20
6/27/1975	0.00	0.16	0.17	0.16	0.16	0.17	0.16	0.16	0.16	0.17	0.18	0.17	0.17	0.17	0.17	0.18	0.19
6/28/1975	0.00	0.17	0.18	0.17	0.17	0.17	0.18	0.17	0.17	0.18	0.19	0.19	0.18	0.19	0.18	0.19	0.20
6/29/1975	0.00	0.19	0.20	0.19	0.19	0.19	0.20	0.19	0.18	0.19	0.19	0.19	0.19	0.19	0.19	0.20	0.20
6/30/1975	0.00	0.17	0.18	0.17	0.17	0.17	0.17	0.17	0.16	0.18	0.18	0.18	0.18	0.18	0.17	0.18	0.19
7/1/1975	0.00	0.16	0.18	0.16	0.16	0.17	0.17	0.16	0.16	0.18	0.19	0.18	0.17	0.18	0.17	0.19	0.20
7/2/1975	0.00	0.16	0.17	0.16	0.16	0.16	0.15	0.15	0.15	0.17	0.18	0.17	0.16	0.17	0.16	0.18	0.19
7/3/1975	0.00	0.16	0.17	0.16	0.16	0.17	0.16	0.16	0.16	0.18	0.19	0.18	0.17	0.18	0.17	0.19	0.20
7/4/1975	0.00	0.21	0.21	0.20	0.21	0.21	0.21	0.20	0.20	0.22	0.22	0.21	0.21	0.22	0.21	0.22	0.23
7/5/1975	0.00	0.21	0.22	0.21	0.21	0.21	0.22	0.21	0.21	0.22	0.23	0.23	0.23	0.23	0.22	0.24	0.25
