index	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
Strcuture	Vero	Okee	Stuart	CPoint	MHaven	LaBell	WPBIA	BGlade	DevGar	FtMyer	Naples	FTL	EverGl	MIA	TTrail	Homest	Flamin
1/1/1965	0.00	0.11	0.11	0.10	0.11	0.11	0.12	0.11	0.11	0.11	0.11	0.11	0.12	0.11	0.11	0.12	0.13
1/2/1965	0.00	0.11	0.11	0.11	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.13	0.13
1/3/1965	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.10	0.11	0.11	0.12
1/4/1965	0.00	0.13	0.13	0.12	0.12	0.12	0.13	0.12	0.12	0.12	0.11	0.12	0.11	0.11	0.11	0.11	0.11
1/5/1965	0.00	0.12	0.12	0.12	0.13	0.13	0.14	0.13	0.12	0.12	0.13	0.13	0.14	0.14	0.13	0.14	0.14
1/6/1965	0.00	0.10	0.10	0.10	0.11	0.11	0.12	0.11	0.11	0.11	0.11	0.11	0.12	0.12	0.11	0.12	0.13
1/7/1965	0.00	0.10	0.11	0.10	0.10	0.10	0.11	0.10	0.10	0.10	0.10	0.10	0.11	0.10	0.10	0.11	0.12
1/8/1965	0.00	0.11	0.12	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.12	0.14	0.13	0.13	0.13	0.15
1/9/1965	0.00	0.11	0.12	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.14	0.15
1/10/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/11/1965	0.00	0.10	0.10	0.10	0.10	0.10	0.11	0.10	0.10	0.09	0.09	0.10	0.10	0.11	0.10	0.11	0.12
1/12/1965	0.00	0.09	0.09	0.09	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.11
1/13/1965	0.00	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.11
1/14/1965	0.00	0.09	0.10	0.09	0.10	0.10	0.10	0.10	0.10	0.09	0.10	0.10	0.11	0.10	0.11	0.11	0.12
1/15/1965	0.00	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.11
1/16/1965	0.00	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.10	0.10	0.10	0.11	0.12	0.12	0.12	0.12	0.12
1/17/1965	0.00	0.13	0.12	0.13	0.13	0.13	0.13	0.13	0.13	0.12	0.12	0.14	0.14	0.14	0.14	0.14	0.14
1/18/1965	0.00	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.07	0.08	0.09	0.08	0.09	0.08	0.08
1/19/1965	0.00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.11
1/20/1965	0.00	0.10	0.10	0.10	0.11	0.11	0.11	0.10	0.11	0.11	0.12	0.12	0.13	0.13	0.13	0.13	0.14
1/21/1965	0.00	0.11	0.11	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13
1/22/1965	0.00	0.13	0.13	0.12	0.13	0.13	0.14	0.13	0.13	0.13	0.13	0.13	0.14	0.13	0.13	0.14	0.14
1/23/1965	0.00	0.13	0.13	0.12	0.13	0.13	0.14	0.13	0.13	0.13	0.12	0.13	0.13	0.13	0.13	0.13	0.14
1/24/1965	0.00	0.12	0.12	0.11	0.12	0.12	0.12	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12	0.12
1/25/1965	0.00	0.11	0.11	0.10	0.10	0.11	0.11	0.10	0.10	0.10	0.09	0.10	0.10	0.10	0.10	0.10	0.10
1/26/1965	0.00	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.12	0.11	0.11	0.12	0.12
1/27/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.11	0.11	0.12	0.11	0.11	0.11	0.12
1/28/1965	0.00	0.16	0.16	0.15	0.16	0.16	0.16	0.15	0.16	0.16	0.16	0.15	0.16	0.15	0.15	0.15	0.16
1/29/1965	0.00	0.10	0.10	0.10	0.11	0.11	0.11	0.10	0.11	0.11	0.11	0.11	0.12	0.11	0.12	0.11	0.12
1/30/1965	0.00	0.11	0.11	0.10	0.11	0.11	0.12	0.10	0.11	0.11	0.11	0.11	0.12	0.11	0.11	0.11	0.12
1/31/1965	0.00	0.16	0.16	0.15	0.15	0.15	0.17	0.15	0.15	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.15
2/1/1965	0.00	0.11	0.11	0.11	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.12	0.13	0.12	0.13	0.13	0.13
2/2/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.14	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13
2/3/1965	0.00	0.12	0.11	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.11	0.11	0.11	0.11	0.11	0.11
2/4/1965	0.00	0.11	0.10	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.11	0.11	0.13	0.12	0.12	0.13	0.13
2/5/1965	0.00	0.12	0.11	0.11	0.12	0.12	0.12	0.11	0.12	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.13
2/6/1965	0.00	0.11	0.11	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.11	0.12	0.13	0.12	0.12	0.13	0.13
2/7/1965	0.00	0.11	0.11	0.11	0.12	0.12	0.11	0.11	0.11	0.11	0.10	0.11	0.11	0.11	0.11	0.12	0.12
2/8/1965	0.00	0.09	0.09	0.09	0.10	0.10	0.09	0.09	0.10	0.10	0.09	0.09	0.10	0.09	0.10	0.09	0.10
2/9/1965	0.00	0.13	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13	0.12	0.12	0.13	0.12	0.12	0.12	0.12
2/10/1965	0.00	0.14	0.14	0.13	0.14	0.14	0.15	0.14	0.14	0.14	0.12	0.13	0.13	0.13	0.13	0.13	0.13
2/11/1965	0.00	0.14	0.13	0.13	0.14	0.15	0.14	0.14	0.14	0.14	0.13	0.13	0.14	0.13	0.14	0.14	0.14
2/12/1965	0.00	0.16	0.15	0.15	0.16	0.16	0.17	0.16	0.16	0.15	0.14	0.15	0.16	0.16	0.16	0.16	0.16
2/13/1965	0.00	0.15	0.15	0.15	0.15	0.15	0.17	0.16	0.15	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.15
2/14/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.14	0.13	0.13	0.12	0.12	0.14	0.14	0.15	0.15	0.15	0.15
2/15/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.13	0.12	0.12	0.12	0.12	0.13	0.14	0.14	0.14	0.14	0.14
2/16/1965	0.00	0.13	0.13	0.13	0.14	0.14	0.15	0.14	0.14	0.13	0.13	0.15	0.16	0.16	0.16	0.16	0.16
2/17/1965	0.00	0.15	0.14	0.15	0.15	0.15	0.16	0.15	0.15	0.14	0.14	0.15	0.16	0.16	0.16	0.16	0.16
2/18/1965	0.00	0.13	0.13	0.13	0.13	0.13	0.14	0.13	0.13	0.13	0.13	0.14	0.15	0.15	0.15	0.15	0.15
2/19/1965	0.00	0.13	0.12	0.13	0.13	0.14	0.14	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.15	0.15	0.15
2/20/1965	0.00	0.13	0.13	0.13	0.13	0.14	0.15	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.14
2/21/1965	0.00	0.10	0.11	0.10	0.11	0.11	0.12	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.13	0.14
2/22/1965	0.00	0.09	0.09	0.09	0.09	0.10	0.10	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10
2/23/1965	0.00	0.12	0.12	0.11	0.12	0.12	0.12	0.12	0.12	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12
2/24/1965	0.00	0.08	0.08	0.08	0.08	0.09	0.09	0.08	0.08	0.08	0.08	0.09	0.09	0.09	0.09	0.10	0.10
2/25/1965	0.00	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.10	0.10	0.10	0.11	0.10	0.10	0.10	0.10
2/26/1965	0.00	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.14	0.14	0.15	0.16	0.15	0.15	0.15	0.15
2/27/1965	0.00	0.15	0.14	0.14	0.15	0.15	0.15	0.14	0.14	0.14	0.13	0.14	0.15	0.14	0.14	0.14	0.14
2/28/1965	0.00	0.14	0.13	0.14	0.15	0.16	0.15	0.14	0.15	0.16	0.15	0.14	0.17	0.15	0.15	0.15	0.16
3/1/1965	0.00	0.16	0.15	0.15	0.16	0.17	0.16	0.15	0.16	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16
3/2/1965	0.00	0.16	0.16	0.16	0.16	0.16	0.17	0.16	0.16	0.15	0.13	0.15	0.15	0.16	0.15	0.16	0.16
3/3/1965	0.00	0.12	0.12	0.12	0.12	0.12	0.13	0.12	0.12	0.11	0.10	0.12	0.12	0.12	0.12	0.12	0.12
3/4/1965	0.00	0.10	0.10	0.10	0.10	0.09	0.10	0.09	0.09	0.09	0.08	0.09	0.09	0.10	0.09	0.10	0.10
3/5/1965	0.00	0.14	0.13	0.13	0.13	0.14	0.14	0.13	0.13	0.13	0.12	0.13	0.14	0.13	0.13	0.14	0.14
3/6/1965	0.00	0.15	0.15	0.15	0.15	0.15	0.17	0.16	0.16	0.14	0.14	0.16	0.17	0.17	0.17	0.17	0.18
3/7/1965	0.00	0.15	0.14	0.15	0.15	0.16	0.16	0.15	0.16	0.15	0.15	0.16	0.17	0.17	0.17	0.17	0.18
3/8/1965	0.00	0.17	0.15	0.16	0.17	0.18	0.17	0.17	0.17	0.17	0.16	0.16	0.18	0.17	0.18	0.18	0.18
3/9/1965	0.00	0.16	0.15	0.15	0.15	0.15	0.16	0.15	0.15	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.16
3/10/1965	0.00	0.15	0.14	0.14	0.14	0.14	0.15	0.14	0.13	0.12	0.11	0.13	0.13	0.13	0.13	0.13	0.14
3/11/1965	0.00	0.16	0.16	0.15	0.16	0.16	0.17	0.15	0.15	0.14	0.13	0.15	0.15	0.15	0.15	0.15	0.15
3/12/1965	0.00	0.14	0.13	0.14	0.15	0.15	0.15	0.14	0.14	0.15	0.14	0.14	0.16	0.15	0.15	0.15	0.16
3/13/1965	0.00	0.16	0.15	0.15	0.15	0.15	0.16	0.15	0.15	0.14	0.13	0.14	0.15	0.15	0.15	0.14	0.14
3/14/1965	0.00	0.11	0.11	0.11	0.11	0.11	0.12	0.12	0.11	0.11	0.10	0.12	0.12	0.12	0.12	0.13	0.12
3/15/1965	0.00	0.12	0.11	0.11	0.12	0.12	0.12	0.11	0.12	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12
3/16/1965	0.00	0.14	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.13	0.12	0.13	0.14	0.14	0.14	0.14	0.14
3/17/1965	0.00	0.14	0.13	0.13	0.14	0.14	0.13	0.13	0.13	0.13	0.12	0.13	0.14	0.13	0.13	0.13	0.14
3/18/1965	0.00	0.19	0.17	0.18	0.18	0.19	0.19	0.18	0.18	0.17	0.16	0.17	0.19	0.18	0.18	0.18	0.18
3/19/1965	0.00	0.17	0.16	0.16	0.17	0.17	0.18	0.17	0.17	0.16	0.15	0.17	0.18	0.17	0.17	0.17	0.17
3/20/1965	0.00	0.11	0.11	0.12	0.12	0.12	0.13	0.13	0.12	0.12	0.12	0.14	0.15	0.15	0.15	0.16	0.16
3/21/1965	0.00	0.11	0.10	0.10	0.11	0.11	0.11	0.10	0.10	0.10	0.09	0.11	0.11	0.12	0.12	0.12	0.12
3/22/1965	0.00	0.10	0.10	0.10	0.11	0.11	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.11	0.11	0.11
3/23/1965	0.00	0.14	0.13	0.13	0.14	0.15	0.13	0.13	0.14	0.14	0.13	0.12	0.14	0.12	0.12	0.12	0.13
3/24/1965	0.00	0.18	0.17	0.17	0.18	0.18	0.18	0.18	0.17	0.16	0.15	0.17	0.18	0.17	0.18	0.18	0.18
3/25/1965	0.00	0.19	0.18	0.18	0.19	0.20	0.19	0.19	0.19	0.18	0.17	0.18	0.20	0.19	0.19	0.19	0.20
3/26/1965	0.00	0.20	0.19	0.19	0.20	0.20	0.21	0.20	0.19	0.18	0.17	0.19	0.20	0.20	0.20	0.19	0.19
3/27/1965	0.00	0.18	0.17	0.17	0.17	0.18	0.18	0.17	0.17	0.16	0.15	0.16	0.17	0.17	0.17	0.17	0.17
3/28/1965	0.00	0.15	0.14	0.15	0.16	0.16	0.16	0.15	0.15	0.15	0.14	0.15	0.16	0.15	0.15	0.15	0.16
3/29/1965	0.00	0.14	0.14	0.14	0.15	0.15	0.16	0.15	0.15	0.14	0.14	0.16	0.17	0.17	0.17	0.17	0.17
3/30/1965	0.00	0.14	0.13	0.14	0.14	0.14	0.15	0.14	0.14	0.14	0.14	0.15	0.16	0.16	0.16	0.17	0.17
3/31/1965	0.00	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.15	0.16	0.16	0.16	0.16	0.17
4/1/1965	0.00	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.18	0.19
4/2/1965	0.00	0.19	0.18	0.18	0.19	0.19	0.19	0.19	0.19	0.18	0.18	0.19	0.21	0.20	0.20	0.20	0.20
4/3/1965	0.00	0.20	0.18	0.19	0.20	0.20	0.20	0.19	0.20	0.19	0.18	0.19	0.21	0.20	0.20	0.20	0.21
4/4/1965	0.00	0.20	0.19	0.19	0.20	0.20	0.21	0.20	0.20	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.22
4/5/1965	0.00	0.18	0.18	0.18	0.19	0.19	0.20	0.19	0.19	0.18	0.18	0.19	0.21	0.21	0.20	0.21	0.21
4/6/1965	0.00	0.21	0.20	0.20	0.21	0.22	0.21	0.21	0.21	0.20	0.19	0.21	0.22	0.22	0.22	0.22	0.22
4/7/1965	0.00	0.19	0.17	0.18	0.19	0.19	0.18	0.18	0.18	0.18	0.17	0.17	0.19	0.18	0.18	0.19	0.19
4/8/1965	0.00	0.19	0.18	0.17	0.18	0.18	0.18	0.17	0.17	0.17	0.16	0.16	0.17	0.17	0.17	0.17	0.17
4/9/1965	0.00	0.23	0.21	0.20	0.21	0.21	0.21	0.20	0.20	0.19	0.17	0.19	0.19	0.19	0.18	0.18	0.18
4/10/1965	0.00	0.23	0.21	0.21	0.21	0.21	0.22	0.21	0.21	0.19	0.17	0.19	0.20	0.20	0.19	0.19	0.19
4/11/1965	0.00	0.19	0.19	0.18	0.19	0.19	0.20	0.19	0.18	0.18	0.16	0.18	0.19	0.19	0.18	0.19	0.19
4/12/1965	0.00	0.22	0.21	0.21	0.21	0.21	0.22	0.21	0.21	0.20	0.18	0.20	0.20	0.20	0.20	0.20	0.20
4/13/1965	0.00	0.21	0.20	0.20	0.20	0.20	0.21	0.20	0.20	0.18	0.17	0.19	0.19	0.20	0.19	0.19	0.19
4/14/1965	0.00	0.24	0.22	0.22	0.23	0.23	0.23	0.22	0.22	0.21	0.19	0.20	0.22	0.21	0.21	0.20	0.20
4/15/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.25	0.24	0.24	0.23	0.21	0.23	0.24	0.24	0.24	0.24	0.24
4/16/1965	0.00	0.21	0.20	0.20	0.21	0.21	0.21	0.20	0.20	0.20	0.18	0.19	0.21	0.20	0.20	0.20	0.21
4/17/1965	0.00	0.21	0.20	0.20	0.21	0.21	0.21	0.20	0.21	0.20	0.19	0.20	0.22	0.21	0.21	0.21	0.21
4/18/1965	0.00	0.22	0.21	0.21	0.22	0.23	0.22	0.21	0.22	0.22	0.21	0.21	0.23	0.22	0.22	0.22	0.23
4/19/1965	0.00	0.22	0.21	0.21	0.22	0.22	0.23	0.22	0.22	0.21	0.20	0.21	0.22	0.22	0.22	0.22	0.22
4/20/1965	0.00	0.20	0.20	0.20	0.20	0.20	0.21	0.20	0.20	0.19	0.18	0.20	0.21	0.21	0.21	0.21	0.21
4/21/1965	0.00	0.18	0.18	0.18	0.18	0.18	0.20	0.19	0.18	0.17	0.17	0.19	0.20	0.20	0.20	0.20	0.20
4/22/1965	0.00	0.16	0.15	0.16	0.17	0.17	0.17	0.17	0.17	0.16	0.16	0.17	0.19	0.19	0.19	0.19	0.19
4/23/1965	0.00	0.14	0.14	0.14	0.14	0.14	0.15	0.14	0.14	0.13	0.13	0.15	0.15	0.15	0.15	0.16	0.16
4/24/1965	0.00	0.13	0.13	0.13	0.13	0.13	0.14	0.13	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.14
4/25/1965	0.00	0.15	0.14	0.14	0.14	0.15	0.15	0.14	0.14	0.14	0.13	0.14	0.14	0.14	0.14	0.14	0.15
4/26/1965	0.00	0.15	0.15	0.14	0.15	0.16	0.15	0.14	0.15	0.15	0.14	0.13	0.14	0.13	0.13	0.14	0.15
4/27/1965	0.00	0.16	0.15	0.15	0.16	0.16	0.16	0.15	0.16	0.16	0.15	0.15	0.16	0.16	0.16	0.16	0.17
4/28/1965	0.00	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.15	0.15	0.16	0.18	0.17	0.17	0.18	0.19
4/29/1965	0.00	0.19	0.18	0.18	0.19	0.20	0.19	0.18	0.19	0.19	0.18	0.18	0.20	0.19	0.19	0.19	0.20
4/30/1965	0.00	0.25	0.24	0.24	0.25	0.26	0.26	0.25	0.25	0.24	0.23	0.24	0.26	0.25	0.26	0.25	0.25
5/1/1965	0.00	0.25	0.23	0.23	0.25	0.26	0.25	0.24	0.25	0.25	0.24	0.24	0.26	0.25	0.25	0.25	0.26
5/2/1965	0.00	0.23	0.21	0.22	0.23	0.24	0.24	0.23	0.23	0.24	0.23	0.23	0.26	0.24	0.24	0.25	0.25
5/3/1965	0.00	0.23	0.21	0.22	0.23	0.24	0.23	0.22	0.23	0.24	0.23	0.22	0.25	0.23	0.24	0.24	0.24
5/4/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.23	0.23	0.24	0.24	0.23	0.22	0.25	0.23	0.24	0.23	0.24
5/5/1965	0.00	0.23	0.21	0.22	0.24	0.24	0.22	0.22	0.23	0.24	0.22	0.22	0.23	0.22	0.23	0.23	0.23
5/6/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.24	0.23	0.24	0.24	0.22	0.23	0.25	0.24	0.24	0.24	0.24
5/7/1965	0.00	0.25	0.24	0.24	0.25	0.26	0.26	0.25	0.25	0.24	0.23	0.24	0.26	0.25	0.25	0.25	0.25
5/8/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.24	0.24	0.24	0.24	0.23	0.23	0.25	0.25	0.25	0.25	0.25
5/9/1965	0.00	0.24	0.22	0.23	0.24	0.24	0.23	0.23	0.23	0.23	0.22	0.23	0.25	0.24	0.24	0.24	0.24
5/10/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.23	0.23	0.24	0.24	0.23	0.23	0.25	0.24	0.24	0.24	0.25
5/11/1965	0.00	0.23	0.21	0.21	0.23	0.23	0.22	0.22	0.22	0.23	0.21	0.21	0.23	0.22	0.22	0.22	0.22
5/12/1965	0.00	0.23	0.22	0.22	0.23	0.23	0.23	0.22	0.22	0.22	0.21	0.21	0.22	0.22	0.22	0.22	0.22
5/13/1965	0.00	0.24	0.22	0.22	0.23	0.24	0.23	0.22	0.23	0.23	0.22	0.21	0.23	0.22	0.22	0.22	0.22
5/14/1965	0.00	0.25	0.23	0.24	0.25	0.26	0.25	0.24	0.25	0.25	0.24	0.24	0.27	0.25	0.25	0.25	0.26
5/15/1965	0.00	0.27	0.24	0.25	0.27	0.27	0.27	0.26	0.26	0.26	0.25	0.25	0.28	0.27	0.27	0.27	0.27
5/16/1965	0.00	0.25	0.23	0.24	0.26	0.27	0.25	0.25	0.26	0.26	0.24	0.24	0.27	0.25	0.26	0.26	0.26
5/17/1965	0.00	0.25	0.22	0.23	0.25	0.26	0.24	0.23	0.25	0.25	0.23	0.23	0.26	0.24	0.25	0.25	0.25
5/18/1965	0.00	0.25	0.22	0.23	0.25	0.26	0.24	0.24	0.25	0.25	0.23	0.22	0.25	0.23	0.24	0.24	0.24
5/19/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.23	0.23	0.23	0.23	0.22	0.21	0.23	0.22	0.22	0.22	0.22
5/20/1965	0.00	0.24	0.22	0.22	0.23	0.24	0.23	0.22	0.23	0.22	0.21	0.21	0.22	0.21	0.21	0.21	0.21
5/21/1965	0.00	0.24	0.22	0.22	0.23	0.24	0.23	0.22	0.23	0.23	0.21	0.22	0.23	0.22	0.22	0.22	0.22
5/22/1965	0.00	0.25	0.23	0.24	0.25	0.25	0.24	0.24	0.24	0.24	0.22	0.23	0.24	0.24	0.24	0.24	0.24
5/23/1965	0.00	0.25	0.23	0.24	0.25	0.26	0.24	0.24	0.25	0.24	0.23	0.23	0.25	0.24	0.25	0.25	0.25
5/24/1965	0.00	0.24	0.21	0.22	0.23	0.24	0.23	0.22	0.23	0.23	0.22	0.22	0.23	0.23	0.23	0.23	0.23
5/25/1965	0.00	0.22	0.20	0.21	0.22	0.22	0.21	0.21	0.21	0.22	0.20	0.20	0.21	0.20	0.20	0.21	0.21
5/26/1965	0.00	0.25	0.23	0.23	0.24	0.25	0.24	0.23	0.24	0.24	0.22	0.22	0.24	0.23	0.23	0.23	0.23
5/27/1965	0.00	0.26	0.24	0.25	0.26	0.27	0.26	0.25	0.26	0.25	0.23	0.24	0.25	0.24	0.24	0.24	0.24
5/28/1965	0.00	0.26	0.24	0.24	0.26	0.26	0.25	0.25	0.25	0.25	0.24	0.24	0.26	0.25	0.25	0.25	0.25
5/29/1965	0.00	0.24	0.22	0.23	0.24	0.25	0.24	0.23	0.24	0.24	0.23	0.22	0.25	0.23	0.24	0.24	0.24
5/30/1965	0.00	0.23	0.21	0.22	0.23	0.23	0.22	0.22	0.22	0.23	0.21	0.21	0.23	0.21	0.22	0.22	0.22
5/31/1965	0.00	0.23	0.21	0.22	0.23	0.23	0.22	0.22	0.22	0.22	0.21	0.20	0.22	0.21	0.21	0.21	0.21
6/1/1965	0.00	0.26	0.24	0.24	0.25	0.25	0.24	0.24	0.24	0.25	0.24	0.23	0.24	0.24	0.23	0.24	0.24
6/2/1965	0.00	0.26	0.24	0.25	0.26	0.26	0.25	0.24	0.25	0.26	0.25	0.24	0.25	0.24	0.24	0.25	0.25
6/3/1965	0.00	0.26	0.24	0.24	0.25	0.26	0.25	0.24	0.25	0.26	0.24	0.24	0.25	0.24	0.24	0.25	0.25
6/4/1965	0.00	0.23	0.23	0.23	0.23	0.23	0.23	0.22	0.22	0.23	0.23	0.23	0.24	0.24	0.23	0.24	0.25
6/5/1965	0.00	0.25	0.24	0.24	0.24	0.24	0.25	0.24	0.23	0.23	0.23	0.24	0.23	0.24	0.23	0.24	0.25
6/6/1965	0.00	0.22	0.21	0.21	0.21	0.21	0.21	0.20	0.20	0.21	0.21	0.21	0.21	0.21	0.21	0.21	0.22
6/7/1965	0.00	0.21	0.20	0.20	0.20	0.21	0.20	0.19	0.20	0.21	0.20	0.19	0.20	0.19	0.19	0.19	0.20
6/8/1965	0.00	0.15	0.16	0.15	0.15	0.15	0.15	0.15	0.15	0.16	0.17	0.15	0.15	0.15	0.15	0.16	0.17
6/9/1965	0.00	0.15	0.16	0.15	0.15	0.15	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.16	0.15	0.17	0.17
6/10/1965	0.00	0.16	0.17	0.16	0.16	0.16	0.17	0.16	0.15	0.16	0.17	0.17	0.16	0.17	0.16	0.18	0.18
6/11/1965	0.00	0.16	0.17	0.16	0.15	0.15	0.16	0.15	0.15	0.15	0.16	0.16	0.15	0.16	0.15	0.16	0.17
6/12/1965	0.00	0.15	0.16	0.15	0.14	0.14	0.15	0.15	0.14	0.15	0.16	0.16	0.15	0.17	0.16	0.17	0.18
6/13/1965	0.00	0.16	0.17	0.16	0.16	0.16	0.17	0.16	0.16	0.16	0.17	0.18	0.17	0.18	0.17	0.19	0.19
6/14/1965	0.00	0.17	0.18	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.19	0.19	0.19	0.19	0.19	0.20	0.21
6/15/1965	0.00	0.19	0.20	0.19	0.18	0.18	0.20	0.19	0.18	0.19	0.19	0.20	0.20	0.21	0.20	0.21	0.22
6/16/1965	0.00	0.18	0.19	0.18	0.17	0.17	0.19	0.18	0.17	0.17	0.18	0.20	0.19	0.20	0.19	0.21	0.21
6/17/1965	0.00	0.18	0.19	0.18	0.18	0.18	0.18	0.18	0.17	0.18	0.18	0.19	0.19	0.20	0.19	0.20	0.20
6/18/1965	0.00	0.17	0.18	0.17	0.17	0.17	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.19	0.19	0.20	0.20
6/19/1965	0.00	0.16	0.16	0.16	0.16	0.16	0.15	0.15	0.15	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.18
6/20/1965	0.00	0.19	0.19	0.18	0.18	0.19	0.17	0.17	0.17	0.19	0.19	0.17	0.17	0.17	0.16	0.17	0.18
6/21/1965	0.00	0.23	0.22	0.21	0.22	0.23	0.21	0.21	0.21	0.23	0.22	0.20	0.20	0.19	0.19	0.19	0.20
6/22/1965	0.00	0.24	0.23	0.22	0.23	0.23	0.22	0.21	0.22	0.23	0.22	0.20	0.21	0.20	0.19	0.20	0.21
6/23/1965	0.00	0.23	0.22	0.22	0.23	0.23	0.22	0.22	0.22	0.23	0.22	0.22	0.22	0.22	0.22	0.22	0.23
6/24/1965	0.00	0.22	0.22	0.21	0.22	0.22	0.22	0.21	0.21	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.23
6/25/1965	0.00	0.18	0.18	0.18	0.17	0.18	0.18	0.17	0.17	0.18	0.18	0.19	0.18	0.19	0.18	0.19	0.20
6/26/1965	0.00	0.16	0.17	0.16	0.16	0.16	0.16	0.16	0.15	0.17	0.17	0.17	0.17	0.17	0.17	0.18	0.18
6/27/1965	0.00	0.16	0.17	0.16	0.15	0.16	0.15	0.15	0.15	0.16	0.17	0.16	0.16	0.16	0.15	0.16	0.17
6/28/1965	0.00	0.16	0.17	0.16	0.16	0.16	0.16	0.16	0.15	0.16	0.17	0.17	0.16	0.17	0.16	0.17	0.18
6/29/1965	0.00	0.17	0.17	0.16	0.16	0.17	0.16	0.16	0.16	0.17	0.17	0.17	0.17	0.16	0.16	0.17	0.18
6/30/1965	0.00	0.18	0.19	0.18	0.18	0.18	0.18	0.17	0.17	0.19	0.19	0.18	0.19	0.18	0.18	0.19	0.19
7/1/1965	0.00	0.24	0.23	0.23	0.23	0.23	0.23	0.22	0.22	0.24	0.23	0.23	0.23	0.22	0.21	0.22	0.22
7/2/1965	0.00	0.25	0.25	0.25	0.25	0.25	0.26	0.25	0.25	0.25	0.25	0.26	0.26	0.26	0.25	0.27	0.27
7/3/1965	0.00	0.24	0.24	0.24	0.24	0.24	0.25	0.24	0.23	0.24	0.24	0.25	0.25	0.26	0.25	0.26	0.27
7/4/1965	0.00	0.22	0.23	0.22	0.21	0.21	0.23	0.22	0.21	0.21	0.22	0.24	0.22	0.24	0.23	0.24	0.25
